Eng,Chi
Peter Panyoczki,Peter Panyoczki
Osamu Watanabe,渡辺理
Loie Hollowell,Loie Hollowell
Syaiful Aulia Garibaldi,
Arin Dwihartanto Sunaryo,
,周偉豪
,郭家豪
,林淦鈞
,劉天麟
,曾永楷
,黃嘉豪
,姚偉之
Lai Cheuk-wah,黎卓華
South Ho,何兆南
Asahi Mio,
Theaster Gates,
Daisuke Takeya,Daisuke Takeya
Benedict Leung,梁譽齡
Cheung Tsz Hin,張子軒
Chris Huen,禤善勤
,高杏娟
,李景民
ZHU Tian,朱田
Tom Chung Man,
Chan Stacey Lok Heng,
,謝明莊
Robert GUTIERREZ,羅伯特.古提耶雷斯
HAN Bing,韓冰
KAO Ya-Ting,高雅婷
Guo-Liang TAN,陳國良
Hiro TSUCHIYA,土屋裕央
Hon Han-lam,韓幸霖
Chan Sim,陳閃
,周秀蘭
,餘樹德
Anthony Lister,
Shane Aspegren,Shane Aspegren
Neïl Beloufa,Neïl Beloufa
Cai Kai,蔡凱
Enoch Cheng,鄭得恩
Ian Cheng,鄭曦然
Vvzela Kook,曲倩雯
Shiu Shenghung,許聖泓
Crystal Liu | Qi Yu,Crystal Liu | 戚彧
2 Hon. Advisors and 100 Members of the Society,甲子書學會 2位顧問及100位會員
Lu Shanchuan,呂山川
Go Yayanagi,矢柳剛
Gene Kreyd,
Francoise Lautier,
WONG Suk Yin,黃淑賢
Ma Kelu,馬可魯
Su Xinping,蘇新平
Tan Ping,譚平
Tao Yi,陶軼
Zhang Jian-Jun,張健君
Zhu Jinshi,朱金石
James Carl,James Carl
Lee Lee Chan,陳俐俐
Dong Dawei,董大為
Hu Fang,胡昉
Josh Kline,Josh Kline
An Te Liu,劉安得
Aniwar Mamat,安尼沃爾‧買買提
Sterling Ruby,斯特林‧魯比
Alvinsing,
U Shuk Pui Bobby,
Kiwi Chan,
Ioku Ero Nikaido,
Sunny Wang,王鈴蓁
Li Ting Ting,李婷婷
Veronique Desjonquères,維羅尼卡
Gaelle Schoebel,嘉艾莉
Mo Kwok,郭慕賢
Boo Junfeng & Linda C.H. Lai,巫俊鋒
,黎肖嫻
Adrian Yeung,王浩然
James Jarvis,James Jarvis
CHINGDOMYINIC,CHINGDOMYINIC
Hergé,埃爾熱
Emily Allchurch,Emily Allchurch
Choi Hoi-ying,蔡海鷹
Boo Jungfeng,巫俊鋒
Katherine Libretto,
Georges Mathieu,
Mao Lizi,
Pierluigi De Lutti,
Amélie Ducommun,
Donah Lee,李暾雅
Chi Qun,
Jiang Weitao,
Liu Wentao,
Pat Unique,莊鈞婷
Elpis CHOW,周紫羚
Tiffany LAW,羅巧彤
Lulu NGIE,倪鷺露
YEUNG Hok Tak,楊學德
David Stein,David Stein
Igor Obukhov,
Li Wei-han,李慧嫻
Toshiyuki Enoki,榎俊幸
Lim Soo Ngee,林序毅
April Ng,黃嬌娥
Shen Liang,申亮，張震宇
J_O_D_S_C,
Lab9 V1.2,
Dull Boy Jack,
Chanelle Eidenbenz,
Patrycja Pakiela,
He Qiuming,
Huang Xuanyang,
Gordon Cheung,Gordon Cheung
Troika,Troika
James Clar,James Clar
Judith Bernstein,
Ida Ekblad,
Torey Thornton,
Elaine Cameron Weir,
Torbjørn Rødland,
Tsui Tin Yun,
Tsuyoshi Maekawa,Tsuyoshi Maekawa
Halley Cheng,鄭哈雷
Gukzik,掬色
Yankwai Wong,黃仁逵
Li Lei,李磊
KAM Siu Man,甘小文
What a World (AU Wah Yan,*咩世界 (區華欣
KWOK Tsz Ki),郭梓祺)
TSE Sai Pei by Jasmine TSE,*謝曬皮
Sun Ho,何紹新
Tsang Sin-yu,曾倩瑜
Chung Wai-ian,鍾惠恩
Natee Utarit,Natee Utarit
Javier Calleja,Javier Calleja
Chan Kwan-lok,陳鈞樂
Urs Fischer,
Lu Zhengyuan,盧征遠
Law Yuk-mui,羅玉梅
WU Chun Yin Aries,胡浚諺
LUI Wa,呂華
GU Yu Lin,顧寓琳
YIU Chu Tung,姚柱東
LI Jingxiong,李競雄
LAM Yau-sum,林佑森
Gaylord Chan,陳餘生丶陳佩玲丶張德成丶周淑芬丶馮捲雪丶何紀嵐丶郭孟浩（蛙王）丶李展輝丶李其國丶呂豐雅丶柯韶衛丶彭武斌丶 彭金有丶曾繁光丶王永棠丶游榮光丶馬星原
Peggy Chan,
Eddie Cheung,
Josephine Chow,
Michelle Fung Kuen Suet,
Kwok Mang Ho (Frog King),
Danny Lee,
Li Ki Kwok,
Eddie Lui,
Samuel O,
Paul Pang,
Raymond Pang,
Tsang Fan Kwong,
Wong Wing Tong,
Stephen Yau,
Malone Yuen,
Hideaki Hamada,濱田英明
Wangechi Mutu,
Arcangelo Sassolino,金昌烈
,唐志岡
,蘇捷
,蘇家壽
,蘇家喜
Joana Brunkow，Zaida Guerrero Casado，賴明珠，Marie-Eve Levasseur，Peggy Pehl，Grażyna Roguski,Joana Brunkow，Zaida Guerrero Casado，賴明珠，Marie-Eve Levasseur，Peggy Pehl，Grażyna Roguski
Joseph Leung,梁望琛
Andy Li,李新傑
Gladys Nistor,
Wai Kit Lam,
Bosco Law,
June Ho,
Stacey Chan,
Massimo Antonaci,
Leang Seckon,
Erik Bünger,Erik Bünger
Cheng Ran,程然
Choi Tsz Kwan,蔡芷筠
ger,余美華
Scarlet Yu,
Agnes Ku,谷淑美
Fan Yan,范欣
Kurt Chan,陳育強
Bao Ho,
Engku Iman,
Cheol Hun Ham,咸喆勳
Wolfgang Tillmans,沃爾夫岡·提爾曼斯
Slim Aarons,Slim Aarons
Alighiero Boetti,Alighiero Boetti
Gao Yi,
Xue Feng,薛峰
Yang Qi,楊起
Jiwye To,
Sin Yuen,
Darius Ma,
Wan Lai-kuen Annie,尹麗娟
Zheng Li,鄭力
Laurent Martin 'Lo',Laurent Martin 'Lo'
Zhuang Hong Yi,
Dio Wong,黃耀霖
,夏永康
,麥曦茵
,Leo Chan & Daniel Ho
,Double M workshop
,陳滅
,廖偉棠
,曹疏影
,鄧小樺
,劉芷韻
,陳麗娟
,黎清妍
,花苑
,Kristopher H
,Pazu Chan
,鍾偉杰
Lindy Lee,Lindy Lee
Atul Dodiya,Atul Dodiya
Sonia Mehra Chawla,
Pan Jian,潘劍
Sim Chan,陳閃 蕭國健
Andrew S Guthrie,
Martin Lui,
Peter Benz,
Tsuihiuying Carmen,
Wongchit Jennifer,
Ho Pak Kei,何柏基
Max Chan,陳澤雷
Chris Chan Kam Shing,陳錦成
Tap Chan,陳沁昕
Jamila Chan,陳慧而
Papaya Fung,馮晞文
Lai Chun Ling,黎振寧
Rogerger Ng,伍啟豪
Tam Kar Wing,譚家榮
Ann Tong,唐錦婷
Tejal Shah,
Erkka Nissinen,
Chen Zhou,
Chen Guangwu,陳光武
Chong Siewying,張秀英
Liang Quan,梁銓
Lin Guocheng,Lin Guo Cheng
Su Shengqian,蘇勝前
Alex Li,李智康
Alfred Mak,麥智康
Andrew Cheung,張鎮威
Crystal Law,羅碧珠
David Ng,吳嘉俊
Elvis Lau,劉恒
Fea Lai,黎婉兒
Frederick Mak,麥嘉倫
Honsun Ng,吳漢東
Jennifer Wu,胡定璇
Kazef To,陶凱銘
Lau Ho Wing,劉浩榮
Mars Sze,施孝昇
Martin Lai,黎浩彰
Yannick,陳浩銘
Yves Wong,古卓瑤
,莫庭偉
,雷浩然
,恩尼詩
,楊人龍
,黃以峰
Iris Sham,岑倩衡
Xiao Lu,
Atul Dodiya,
Lam Tung Pang,林東鵬
Huang Rui Ma Desheng Pan Jian Shi Guorui Wang Keping Xiao Lu Xiao Zheluo Zhao Gang,
Lin Guo Cheng,Lin Guo Cheng
Qu Guang Ci,瞿廣慈
Wei Li Gang,魏立剛
Xue Song,薜松
Yang Din,楊登雄
Zhuang Hong Yi,莊紅藝
Chen Guang Wu,陳光武
Lin Guo Cheng,Lin Guo Chen
Liu Guo Fu,劉國夫
Lin Guo Cheng,
Aranya Khunchawattichai,Aranya Khunchawattichai
Zhang Wen Rong,張文榮
Deng Cheng Wen,鄧稱文
Li Yue Ling,李月領
Attasit Pokpong,Attasit Pokpong
Mitsuru Watanabe,渡邊滿
Wong Yik Fung,
Law Ka Nam Bosco,
Yu Wai Luen Francis,
Tam Wai Ping,
Lui Chun Kwong,呂振光
Chen Shun-chu,陳順築
Francis Yu Wai Luen,余偉聯
Tam Wai Ping,譚偉平
Crajes,Crajes
Emily Burns,Emily Burns
Erika Yamashiro,Erika Yamashiro
Sonya Fu,Sonya Fu
Yumiko Kayukawa,Yumiko Kayukawa
Ray Caesar,Ray Caesar
Victor Ash,Victor Ash
Martin Mazorra,Martin Mazorra
Mike Houston,Mike Houston
Cara To,Cara To
Chris HUEN Sin Kan,禤善勤
CYRCLE,CYRCLE
LING Pui Sze,凌佩詩
Ma Sin Mei & Chan Pak Kin,馬蒨薇
,陳百堅
Cheung Sin Yi,張仙怡
Hung Ching Nga,洪清雅
Gabrielle Tam,譚敬妍
Tam Po Lai,譚寶麗
Tsang Wan Miu,曾韻妙
Mariko Takagi,
Somely So,
Alex Heung Kin-fung,香建峰
Janet Choi,蔡司虹
Greta Chow,周佩瑩
Fanson Lam,林繁盛
Liam Greenall,Liam Greenall
Cymas Tsang,曾政勤
Leo Wong,黃振欽
Dino Wong,王樂軒
Yiu Kwan Ho,姚君豪
Yiu Pak Tun,姚泊敦
Li Yunxia,李雲俠
Tony Wong,Tony Wong
Zoey Tsang and Matthew Kwan,Zoey Tsang and Matthew Kwan
Fonny LAU,劉月寶
Jay LEE,李淑雯
Krys ROBERTSON,Krys ROBERTSON
Debe SHAM,岑愷怡
Bani Abidi,
Reza Afisina,
Khadim Ali,
Shilpa Gupta,
Tayeba Begum Lip,
Araya Rasdjarmrearnsook,
Vandy Rattana,
Norberto Roldan,
Tang Da Wu),
Truong Tan,
Fiona WONG Lai-ching,
Reg Dodd,Reg Dodd
Coral Hayes Pananka,Coral Hayes Pananka
Alec Baker,Alec Baker
Maisie King,Maisie King
Betty Muffler,Betty Muffler
Vicki Cullinan,Vicki Cullinan
Nellie Coulthard,Nellie Coulthard
Julie Yatjitja,Julie Yatjitja
Tiger Yaltangki and Karen Carroll,Tiger Yaltangki and Karen Carroll
James Tylor,James Tylor
Peter Sharrock,Peter Sharrock
Christina Gollan,Christina Gollan
Lily Ulah,Lily Ulah
Lai TC,賴恬昌
YUAN Jai,袁旃
Chin Yee,青意
Chao Chung Hsiang,趙春翔
Alice Chang,張博雯﹑谷明﹑莫凱玲﹑林恆﹑李梅華﹑莫詠珊﹑鄧子莊﹑張妮﹑許鶯薰
Gu Ming,
Helen Mok,
Heng Lee,
Mei Lee,
Shan Shan Mok,
Tricia Tang,
Zhang Ni,
Zita Hsu,
Barbara Wildenboer,Barbara Wildenboer
Arezu,Arezu
Konstantin Bessmertney,Konstantin Bessmertney
Halim Al Karim,Halim Al Karim
Chris LANGLOIS,Chris LANGLOIS
Hyojin PARK,Hyojin PARK
Konstantin BESSMERTNY,Konstantin BESSMERTNY
LIU XiaoFang,劉曉芳
Huen Sin Kan,禤善勤﹑李可穎
Lee Ho Wing,
Chan Man Chun,陳文俊
Cheung King Wai,張景威
Sze Sai Chin,施世展
Tse Fei,謝斐
Lee Sanghyun,Lee Sanghyun
Joan Pomero and Wang Tze-yun,裘安‧蒲梅爾
,王紫芸
Mitchell Mcauley,Mitchell Mcauley
Ziggy Li Ka Fai and Sindy Wan Sin Ying,李嘉輝
,尹倩盈
Ana Tzarev,Ana Tzarev
Nobuyoshi Araki,Nobuyoshi Araki
Daido Moriyama,Daido Moriyama
Marc Lagrange,Marc Lagrange
Erwin Olaf,Erwin Olaf
Brigitte Carnochan,Brigitte Carnochan
Julian Lee,Julian Lee
Almond Chu,Almond Chu
Andreas Müller-Pohle,Andreas Müller-Pohle
a group exhibition by ten local and international artists,a group exhibition by ten local and international artists
Nguyen The Dung,Nguyen The Dung
DINH Quan,DINH Quan
Arie Smit and Hofker,Arie Smit and Hofker
Dullah,Dullah
Lanusa,Lanusa
I. Nyoman Sukaya,I. Nyoman Sukaya
LIM Khim Katy,LIM Khim Katy
Trinh Thanh TUNG,Trinh Thanh TUNG
GROUP SHOW,GROUP SHOW
Ban Wei,
Wang Dalin,王達麟
Alex Shou,Alex Shou
Wu Gang,水禾田
Frank Tam,
Yang Yi,
Alex Shou,
Suo Yutong,
Zhang Weizhi,
Jack Zhou,
Lei Ling,
Wang Neng Tao,
Wong Fung Chi,黃鳳芝
Wang Xunliang,
Lo Shyh-charng,羅世長
Mari Kim,
Vivian Poon,潘蔚然
Shih Yung-chun,時永駿
Hui Kim Ho,許劍豪
Alice Lau,劉珮瑤
Adolescent Patients,青少年病人
Shi Li Feng,石立峰
Dr. Kan Kit Keung,靳杰強
Au Ho Nien,歐豪年
Lam Wu Fui,林湖奎
Ng Yuet Lau,伍月柳及趙偉仁
Philip Chiu Wai Yan,
Ma Yanling,馬嬿泠
Tony Scherman,Tony Scherman
Isadora Duncan,Isadora Duncan
Liu Li Guo,劉力國
Li Jia Shun,李家順
Aye Nyein Myint,
Christine Vidart,
Diane Monet,
Elizabeth Hamill,
Eva Maria Pacheco,
Lim Khim Katy,
Liu Ping,
Masako Sato,
Ta Thi Thanh Tam,
Tollar Inbar,
Vu Thu Hien,
Bai YiLuo,白宜洛
Jia Qiong,李暐
Li Wei,賈穹
Miguel Payano,潘明谷
,易鶴達
,姚俊杰及徐輝
Tang Hui,唐暉
Zhou Jin Hua,周金華
Johnathan Warrender,Johnathan Warrender
Yin Zhaoyu,尹朝宇
,朱卓慧
,江記（江康泉）
,李樹勳
,李寶怡
,麥震東
Tsang,曾建華
Kin-wah and Yuan Gong,原弓
Gum Cheng,鄭怡敏(阿金)
Janet Fong,方敏兒
Kwok Ying,郭瑛
Orlean Lai,黎蘊賢
Lee Chun-fung,李俊峰
Vivian Ting and Yeung Yang,丁穎茵及楊陽
Claude and François-Xavier Lalanne,克洛德與弗朗索瓦 • 沙維爾 • 萊蘭夫婦
Yuichi Sugai,菅井祐一
Dale Frank (Australia),
AES+F (Russia),
Erwin Olaf (The Netherlands),
Troels Wörsel (Denmark) and Yuichi Sugai (Japan).,
SONG Yang,宋洋
Danielle Tay,
Leung Yee Ting,梁依婷
Wong Xiang Yi,黃向藝
Laura Nogueira Li,李靜嫻
Momoko Suzuki,鈴木桃子
Sarah Tse,謝敏行
Alan Kwan,關子維
Chris Luk and Patrick Leung,
Dante Lam,林超賢﹑陳少琪﹑陳竹君﹑師翁狄森﹑郭遠堅
Susan Yeung,
Dickson Yewn,
Chen Shao Qi,
Peter Kam,
Ada Chan,
Derek Que,
Movana Chen,
CCPASS Senior Secondary Students,CCPASS Senior Secondary Students
Highlands Revisited: Sketches from the Road Trip to Tibet by John Li,
CCC MING YIN COLLEGE,
戴繼志師生,
St. Peter’s Secondary School,聖伯多祿中學
,張振興伉儷
,邱美歐陽
,卡羅琳歐陽
The Students of CHC and LSC of China Holiness Church,中華聖潔會中聖書院
,靈風中學學生
Francis Ng & Patrick Leung,
Park Kyung-sun,朴京善
Steve Diet Goedde,
Khin Zaw Latt,
Group Show,
Ringo Bunoan (Philippines),
Yu Ji (China),
Aung Thiha,蘇佐照
Khine Minn Soe,安狄夏､祁明戍
Saw Kyaw Zaw,
Bei Xu Min,
Zaw Mong,
Moe Nyo and Vu Thu Hien,
Hu Hui,
Li Congyang,李聰揚
Max Beckmann,Max Beckmann
Lucian Freud,Lucian Freud
Frank Auerbach,Frank Auerbach
Lara Favaretto,Lara Favaretto
John Bock,John Bock
Kitty Chou,
ALEXANDER CALDER,亞歷山大 • 考爾德
KITTY CHOU,
SIMON BIRCH,西蒙 • 伯爾奇
FRANK AUERBACH,弗蘭克 • 奧爾巴赫
NOT VITAL,諾特 • 維塔爾
TONY BEVAN,托尼•貝凡
YE LINGHAN,叶凌瀚
Lucian Freud and Frank Auerbach with more unconventional works by artists such as Lara Favaretto,Lucian Freud and Frank Auerbach with more unconventional works by artists such as Lara Favaretto and John Bock
John Bock,
Annysa Ng,吳欣慈
Gu Zheng,顧錚
Han Lei,韓磊
Hong Lei,洪磊
Qiu Zhijie,邱志傑
Zhang Haier,張海兒
Zheng Guogu and RongRong,鄭國谷
,榮榮
Ho Siu Nam,何兆南
South,
David Boyce,卜以思
Choi Tak Yee,蔡德怡
Ho Weng Chi,何頴姿
Shum Kwan Hon,沈軍翰
Neva Sze,Neva Sze
,張雋熙
,張馥藝
,劉偉妍
Bani Abidi,Bani Abidi (巴基斯坦)，Fiona Banner (英國)，Pierre Bismuth (法國)，Muhanned Cader (斯里蘭卡)，Filipa César (葡萄牙)，Alejandro Cesarco (烏拉圭)，張康生，蔡仞姿，周耀輝，Ryan Gander (英國)，Gao Weigang (中國)，Florian Germann (瑞士)，Jon Kessler  (美國)，林東鵬，劉清平，吳家俊，伍韶勁，白雙全，Vittorio Santoro (瑞士)，Fiete Stolte (德國)，尹麗娟，俞若玫
Fiona Banner,
Muhanned Cader,
Filipa César,
Alejandro Cesarco,
Enoch Cheung,
Choi Yan-chi,
Chow Yiu Fai,
Ryan Gander,
Florian Germann,
Gao Weigang,
Jon Kessler,
Kingsley Ng,
Lam Tung Pang,
Lau Ching Ping,
Vittorio Santoro,
Fiete Stolte,
Annie Lai-kuen Wan,
and Cally Yu,
Wong Shun Kit X Chau Shik Hung,王純杰 X 巢錫雄
Prof. Yohei Nishimura(Japan),西村陽平教授(日本)
Kunihiro Akinaga(Japan),秋永邦洋(日本)
,石井惠子(日本)
Ishi Keiko(Japan),杜梁(廣州)
Du Liang(Guangzhou,唐重(澳門)
China),郝元春(澳門)
Tong Chong(Macau),艾倫 卡斯(喀麥隆)
Yolanda Kog(Macau),Faiz Zahir(孟加拉)
Alain Kaze(Cameroon),林可頤(香港)
Faiz Zahir(Bangladesh),廖東梅(香港)
Keyee Lam(HK),彭武斌(香港)
Liu Dong Mui(HK),陳錦成(香港)
Pang Mo Bing(HK),黄曼玲(香港)
Chris Chan(HK),楊秀卓(香港)
Irene Flanhardt(HK),蕭耀翔(香港)
Ricky Yeung(HK),高便蓮(香港)
Reggae Siu(HK),林漢堅(香港)
Ko Bin Lin(HK),盧業能(香港)
Andrew Lam(HK),黃日初(香港)
Lo Yip Nang(HK),吳文基(香港)
Wong Yat Chor(HK),新生精神康復會學員
Eric Ng(HK),救世軍恆安綜合職業復康服務服務使用者
Members of New Life Psychiatric Rehabilitation Association,香港路德會社會服務處 路德會石硤尾失明者中心
The Salvation Army Heng On Integrated Vocational Rehabilitation Service,香港盲人輔導會香港賽馬會社區資源助計劃- 視障兒童家長資源中心服務使用者
Members of The Hong Kong Jockey Club Community Project Grant: Parents Resource Centre For Visually Impaired Children,藝術與科技教育中心
Hong Kong Society for the Blind,聖瑪加利男女英文中小學
Shek Kip Mei Lutheran Centre for the Blind Hong Kong Lutheran Social Service,(排名不分先後)
Arts and Technology Education Centre,
St Margaret's Co-educational English Secondary and Primary School (In no particular order),
Frank Gehry,法蘭克‧蓋瑞
Li Hao,李皓
Zhong Biao,鐘飆
Chen Fei,
Ye QianYu,葉淺予
Izumi Kato,
Li Wei Han,李慧嫻
Huang Jiamao,黃佳茂
Kuonosuke Kawakami,
Timothy Betjeman,
Kurt Tong,
Ma Wing-shing,馬榮成
Margarita Dittborn,
Ye Funa,葉甫納
Danilo Giannoni,Danilo Giannoni
Tom Na H-iu,
Mariko Mori,
Auguste Rodin,
Dimension+,Dimension+
Raymond Chan,
Juliama Ho,
Yee Fung,
Tat Chi Lo,
Amanda Ng,
Debby Tsang,
Lilian Yam,
Mak samson,麥宗明
See chito,施自圖
Tony Scherman,托尼 謝爾曼
Yin Zhaoyang,尹朝陽
,方力鈞
Danilo Giannoni,達尼洛 詹諾尼
Otto Li,
Li Sa,
Wu Xuelian,
Yang Hui,
Li Sa,李颯
Ho Kwun Ting,何冠廷
Tsang See Wan,曾思允
Wong Sze Mei,王思薇
Tong Kam Ting,唐錦婷
Wu Xuelian,吳雪蓮
Tan Bian,譚變
Yang Hui,楊暉
Zhou Ying,周瑩
Meng Yan,孟燕
,李志芳
,又一山人 (黃炳培)
,蘇秀儀
NURI KUZUCAN,紐利 ‧ 庫祖詹
FABIEN MÉRELLE,法比安 ‧ 梅洛
CUI XINMING,崔新明
LOS CARPINTEROS,洛斯 ‧ 卡平特羅斯
JOÃO VASCO PAIVA,周奥
Stéphane Couturier,
Geta Bratescu,
Ion Grigorescu,
Cluj,
Dan Beudean,
Simon Cantemir Hausi,
Serban Savu,
Ivan Tasić,Ivan Tasić
Matthias Rosenberger,Matthias Rosenberger
Betina Dubler,Betina Dubler
Wang Ming,
Charles Jaulerry,
Chris Coelho,
Annie Kwong,
Leon Suen,
,饒宗頤
MEG COWELL,MEG COWELL
GLEN CLARKE,GLEN CLARKE
Richard Artschwager,
John Chamberlain,
Dan Colen,
Piero Golia,
Albert Oehlen,
Steven Parrino,
Blair Thurman,
Piotr Uklański,
Jean-Michel Basquiat,尚米榭‧巴斯奇亞
Florian Maier-Aichen,弗洛里安‧梅爾-艾臣
Tetsuya Ishida,石田徹也
QIN CHONG,
QIN FENG,
LAM TUNG PANG,
Lu Yanpeng,
Qin Wen and Yao Lu,
TIAN HAIBO,
WANG YIHUA,
WU CHENGWEI,
LI XIAOMING,
WU JIALI,
YU AJUN,
SUN YI,
YANG LIMING,
SONG GUIYU,
JIANG CHUAN,
CHEUNG YEE,
WANG Yehan,
David Hu,
Maggi Hambling,瑪吉‧漢布林
Paula Rego,保拉•雷戈
Xiang Jing,向京
Yan Ping,閻平
Alexander Charriol,
Cindy Ng,吳少奇
Alan Chan,陳幼堅
Henry Chu,朱力行
Julius Hui,許瀚文
Kan Tai-keung SBS,靳埭強
Freeman Lau BBS,劉小康
Henry Lau,劉志華
Lee Chi-wing,利志榮
Hoey Leung Ka-yin,梁嘉賢
So Hing-keung,蘇慶強
Eva armisén,
David Adamo,David Adamo
Alfred Boma,Alfred Boman
Lin Xue,林穴
Ni Youyu,倪有魚
Christopher Orr,Christopher Orr
Alexander Ruthner,Alexander Ruthner
Tsang Chui Me,曾翠薇
iXie Zhengli,謝正莉
Xue Feng,薛峰
Yang Xinguang,楊心廣
KONG Yiu Wing,江耀榮
Cam WONG,黃麗茵
YANG Xinguang,楊心廣
KWAN Sheung Chi + WONG Wai Yin,關尚智+黃慧妍
G. Roland Biermann,G. Roland Biermann
1. Fabian Driehorst,1. Fabian Driehorst
Frédéric Schuld,Frédéric Schuld
2. Stefan Ewald,2. Stefan Ewald
3. Hannah Hummel,3. Hannah Hummel
4. Blanca Kennedy,4. Blanca Kennedy
5. Alwin Lay,5. Alwin Lay
6. Henning Frederik Malz,6. Henning Frederik Malz
7. Kevin Pawel Matweew,7. Kevin Pawel Matweew
8. Anna-Lena Meisenberg,8. Anna-Lena Meisenberg
9. Lucie Mercadal,9. Lucie Mercadal
10. Jens Pecho,10. Jens Pecho
11. Julia Charlotte Richter,11. Julia Charlotte Richter
12. Marko Schiefelbein,12. Marko Schiefelbein
13. Anna Sokolova,13. Anna Sokolova
14. Maximilian Wagner,14. Maximilian Wagner
Tamas Waliczky,Tamas Waliczky
Lucille Lo,Lucille Lo
Kong Yiu-wing,Kong Yiu-wing
Kwong Wing-kwan,鄺詠君
Wai Pong-yu,韋邦雨
Fung Lik-yan,馮力仁
,周一峰
,張坤儀
,葉少秉
,何漆園
,黃少強
,容漱石及趙少昂
,雷日昇
Hunag Wan Ling,黃琬玲
Lee Jin Woo,滿濤
Man Tao,李顉雨
Lemon Lee,Lemon Lee
Matt Lee,Matt Lee
and Michael Lee,and Michael Lee
EASY-PACK A group Exhibition,依時
TCH,TCH
Dicky Manana,Dicky Manana
Three,Three
Gukzik Lau,劉掬色
Rex Koo,Rex Koo
Jonathan Marco Aexel,Jonathan Marco Aexel
Jocelyn Chan,Jocelyn Chan
Elliott Cost,Elliott Cost
Sarah Kohler,Sarah Kohler
Rebecca T Lin,Rebecca T Lin
and Claire Raymond,and Claire Raymond
Peter Kan,靳子森
Leumas To,Leumas To
Siy Tak Yin,施德燕
Kan Tai-keung,又一山人
anothermountainman ( Stanley Wong ),劉小康
Freeman Lau,陳漢標
Rex Chan,區德誠
Benny Au,周素卿
Chow So-hing,易達華
Clement Yick,洪強
Hung Keung,朱卓慧
and Margaret Chu,
Zhang Hao,張浩
Jennifer Wen Ma,馬文
Wu Shanzhuan,吳山專 及英格•斯瓦拉•托斯朵蒂爾
Inga Svala Thorsdottir,
Dhrupadi Ghosh,朱帕蒂‧高希
Lin Chi-Wei,林其蔚
Prajakta Potnis,普拉賈克塔‧波特尼斯
Chow Chun Fai,周俊輝
ZHENG Guogu,鄭國谷
Yangjiang,陽江
WANG Dongling,王冬齡
Graduates of Higher Diploma in Applied & Media Arts programme(Class of 2013),應用及媒體藝術高級文憑課程畢業生(2013年度)
Graduates of Higher Diploma in Applied Art programme (Class of 2013),應用藝術高級文憑課程畢業生(2013年度)
Graduates of Bachelor of Arts in Applied and Media Arts programme (Class of 2013),應用及媒體藝術文學士課程畢業生(2013年度)
Graduates of Bachelor of Arts (Fine Art)programme (Class of 2013),藝術文學士課程畢業生(2013年度)
Graduates of Master of Fine Art Programme (Class of 2013),藝術碩士畢業生(2013年度)
Chang Yung Ta,張永達
Shilpa Gupta,夏爾芭．古普塔
Takashi Ishida,石田尚志
Lee Yongbaek,李庸白
teamLab,團體實驗室
Wong Chung Yu,黃琮瑜
Chan Man-sing,陳民昇
Fiona Chan Wing-yan,陳穎欣
Mouse Chung Wai-ki,鍾煒琪
Lee Ching-mui,李清梅
Bo Law Ho-kwong,羅浩光
Lam Hei-tung,林希彤
Goby Lo Hiu- fung,盧曉峰
San Chiu-yan,辛朝殷
Wong Ka-sing,王嘉星
Hong Kong comics artists: Siuhak,香港漫畫家：小克
Little Thunder,門小雷；法籍漫畫家：Charles Berberian
French comics artists: Charles Berberian,Mathilde Domecq
Mathilde Domecq,
Sim Chan,陳閃
Chen Wen-ling,陳文令
Joy Brown,Joy Brown
Participating Hong Kong Comics Artists: Fung Chi-ming,參展香港漫畫家︰馮志明
Participating Taiwanese Comics Artist: 61Chi,參展臺灣漫畫家︰61Chi
Ahn Zhe (Tu Tse-Wei),安哲
Hong Kong Artists:,香港畫家：派瑞芬
Nina Pryde,康雁屏
Hong Ngan Ping,梁棟材
Leung Tung Choi,陳成球
Chan Shing Kau,陳澤輝
Chan Kwan Lap,陳燕雲
Chan Chak Fai,
Chan Yin Wan,楊國芬
Wong Wai Keung,管偉邦
Yeung Kwok Fan,蕭柏強
Koon Wai Bong,上海畫家：韓天衡
Siu Pak Keung,陳鶴良
Shanghai Artists:,鄭人剛
Han Tian Heng,樂震文
Chen He Liang,唐逸覽
Zheng Ren Gang,陳麗麗
Yue Zhen Wen,
Tang Yi Lan,
Chen Li Li,
CoLAB x SLOW,CoLAB X 好地地
Fung Ho-yin,馮浩然
Thomas Kilpper,Thomas Kilpper
Cheung Chung-chu,張中柱
Steven Lam Woon-cheong,林煥樟
Pauline Lam Yuk-lin,林玉蓮
Victor Lai Ming-hoi,黎明海和李慧嫻
Rosanna Li Wei-han,
Aberystwyth School of Art,Aberystwyth School of Art
Alberta Printmakers' Society and Burnt Toast Studio,Alberta Printmakers' Society and Burnt Toast Studio
Art Horizon Printmaking Workshop,Art Horizon Printmaking Workshop
Center for Contemporary Printmaking,Center for Contemporary Printmaking
Changsha Normal University,長沙師範大學
Griffith University Printmakers,Griffith University Printmakers
Hong Kong Open Printshop,香港版畫工作室
Hong Kong Visual Art Centre,香港視覺藝術中心
Impress Printmakers Studio Brisbane,Impress Printmakers Studio Brisbane
Inkmasters Cairns Inc.,Inkmasters Cairns Inc.
North Bank Studio,North Bank Studio
NOVA Printmakers Guild,NOVA Printmakers Guild
