Eng,Chi
Chu Hing Wah,朱興華，何倩彤，李傑，呂振光，石家豪，曽翠薇
Lui Chun Kwong,
Wilson Shieh,
Tsang Chui Mei,
4get,請參閱英文版本
Anny,
Bao,
Cath Love,
Felipe Wong,
Hadrian Lam,
Peter Yuill,
Sinic,
Uns,
Clet Abraham,請參閱英文版本
Miguel Marquez,
Lu Song,呂松
Gum CHENG,阿金
John Choy,蔡旭威
107 graduates,107位畢業生
Graduates from Hong Kong Art School,請參閱英文版本
Hong Kong Baptist University,
Chinese University of Hong Kong,
Savannah Collee of Art and Design in Hong Kong,
Ho Sin Tung,何倩彤
Agi Chen,陳怡潔
Toby Ziegler,請參閱英文版本
Glenn Brown,
Ged Quinn,
Tamas Waliczky,請參閱英文版本
Hong Hao,洪浩
Alumni of Hong Kong Art School,香港藝術學院校友
Cha Min Young (Korea),車旻映（韓國）
Choi Jeong Hwa (Korea),崔正化（韓國）
Hsu Che-Yu (Taiwan),許哲瑜（台灣）
Hu Qingyan (China),胡慶雁（中國）
Hu Weiyi (China),胡為一（中國）
Meiro Koizumi (Japan),小泉明郎（日本）
Kwan Sheung Chi & Wong Wai Yin (Hong Kong),關尚智及黃慧妍（香港）
Lee Seung Hee (Korea),李承熙（韓國）
Lu Lei (China),陸 壘（中國）
Ryuji Miyamoto (Japan),宮本隆司（日本）
Eason Tsang Ka-wai (Hong Kong),曾家偉（香港）
Tsui Kuang-Yu (Taiwan),崔廣宇（台灣）
UJINO (Japan),宇治野宗輝（日本）
Wang Guofeng (China),王國鋒（中國）
Mandycat,文地貓
Montagut Chuen,夢特嬌．全
Keung Chi-kit,姜智傑
Leumas To,杜 翰煬
Ellen Pau,請參閱英文版本
May Fung,
Jo Law,
Sikay Tang,
Birdy Chu,
Linda Lai,
Chloe Cheuk,
Ping Wong,
Anson Mak,
Mathias Woo,
Yiva Wong,
Hector Rodriguez Suarez,
Winsoe Wong,
Joe Luk,
Zhan Chang,
Terrence Chan,
Winsome Wong,
Josef Bares,
Woo Ling-ling,
Cedric Maridet,
Kenny Wong,
Phoebe Man,
Shouryu Leung,梁儷覺，美麗，采兒，范婉文，何綺雯
Mei Li,
Cherry Crescent,
Atasha Nip,
Regina Ho Yee Man,
Cheng Ka-yan,鄭嘉恩
Cheng Tin-Hok,請參閱英文版本
Thai painter Chatchai,請參閱英文版本
Indian-born artist Sohan Qadri and Japanese-American metal artist Miya Ando,
Leon Perez,請參閱英文版本
Hsu Yin Ling,許尹齡
Hugh Scott-Douglas,請參閱英文版本
Andrey Mamaev,Andrey Mamaev
AISHONANZUKA,山田周平
Wong Ka-ying,黃嘉瀛
Tang Kai-yiu Frank,鄧啟耀
Michele Abeles,請參閲英文版本
Korakrit Arunanondchai,
Martin Soto Climent,
Zhang Enli,
Eloise Hawser,
Zeng Hong,
Koo Jeong A,
Zhu Jinshi,
Florian Maier-Aichen,
Ahmed Mater,
Haroon Mirza,
Shinro Ohtake,
Taryn Simon,
Rodel Tapaya,
Tseng Kwong Chi and Annie Lai Kuen Wan,
Terry O’Neill,請參閱英文版本
Ida Barbarigo,艾達·巴爾巴里戈
Yeh Shih-chiang,葉世強
Yeh Wei-li,葉偉立
Liang Manqi,梁曼琪
Oscar Chan Yik Long,請參閱英文版本
Cheng Ting Ting,
Luke Ching,
Mark Chung,
Ng Ka Chun,
Eason Tsang Ka Wai,
Tang Kwok Hin,
Elvis Yip Kin Bon,
Raimund Girke,請參閱英文版本
Leo Tang,鄧崇放
Lara Merrett,請參閱英文版本
Mr. Atanur Dogan,請參閱英文版本
Chan So-shan,陳素珊
Cheung King-wai Reds,張景威
Chung Wai Ian,鍾惠恩
Lo Lai-lai Natalie,勞麗麗
Ng Ka-chun,吳家俊
Tang Kwok-hin,鄧國騫
KIM Dae Hong,金大洪
KIM Mi Young,金美英
Lau Kin-wah Jaspar,
Chu Wing-nam Nancy,
Ho Shu-ting,
Lau Wai-yi,
Lee Long-yi,
Leung Kam-chung,
Man Yee-lai,
Ng Chun-kit,
Ng Lee-lee,
Ng Wing-sum,
Sin Sau-mei,
Szeto Yuk-ting,
Yu Chung-hei,
Martin Wehmer,Martin Wehmer
Candy Chan,陳淑娟
Mable Lam,林昍
Mini Choi,蔡冕麗
Vivian Wong,王賢詠
Nguyen de Quyen,Nguyen de Quyen
Rainbo,Rainbo
Maria Isabel Parra,Maria Isabel Parra
Cheng Mui Liu,廖井梅
Luke Ching,程展緯，林嵐合作社，文晶瑩，伍韶勁，張慧婷，鄧國騫，黃照達，又一山人（黃炳培）
Jaffa Lam Collective,
Pheobe Man,
Kingsley Ng and Stephanie Cheung,
Tang Kwok-hin,
anothermountain (Stanley Wong),
Tap Chan,陳沁昕，陳慧而，馮晞文，何晉暐，黎振寧
Jamila Chan,伍啟豪
Papaya Fung,譚家榮
Julvian Ho,唐錦婷
Rogerer Ng,
Tam Kar Wing,
Ann Tong,
25 Graduates,二十五位畢業生
Ayumi Adachi,
Inga Svala Thorsdottir,吳山專，英格•斯瓦拉•托斯朵蒂爾
Zao Wou-ki,
3812 Contemporary Art Projects: Wang Huangsheng,3812 當代藝術項目：林國成，魏青吉，王璜生，何鳳蓮，于洋
Liu Guocheng,
Wei Qinji,
Yu Yang,
Winnie Mak,麥翠影
,黃澤雄
,關四方
,黃宏達
Cindy Sio Ieng Ng,吳少英
Mini Choi,請參閱英文版本
Augusta Wood,請參閱英文版本
Jason Roberts,
Sage Paisner,
Shelby Roberts,
Abigail Hahn,
Kaucyila Brooke,
Karolina Karlic,
José Maceda,José Maceda
Pio Abad,Pio Abad
Anand Patwardhan,Anand Patwardhan
Jan Švankmajer,Jan Švankmajer
Koki Tanaka,Koki Tanaka
Mimmo Rotella,米莫·羅泰拉
Francesco Lietti,請參閱英文版本
Niel Ballingal,
Richard Winkworth,
Louise Soloway,
Jackson Lee,李廣添
JACKY TSAI,
Jan Kwok,請參閱英文版本
Jeff Wall,傑夫．沃爾
Chi Wing Lo,盧志榮
John Cage,John Cage
Chan Ka Kiu & Chan Yi Ting,陳嘉翹及陳伊婷
Juergen Teller,請參閱英文版本
Xiang Jing,
Julia Brooker,請參閱英文版本
Stephanie Ho,
Park Soeun,
Yang Yi and Suo Yutong,
Kiyoko Yamaguchi,請參閱英文版本
Galen Tse,
Matsushita Hiroe,
Tien Chang,
Kenneth Blom,肯尼斯·布洛姆
Kim Joon,請參閱英文版本
Lee Yun Hee,請參閱英文版本
Lam Yau sum,林佑森
Lan Zhenghui,藍正輝
Reed Cheng,鄭明輝
Pascal Broccolichi,帕斯卡爾．布可告力奇
Joe Chan,陳翹康
Jasper Fung,馮俊彥
Pierre-Jean Giloux,皮耶-讓．智盧
Eddie Ladoire,艾迪．勒杜瓦
the Talec Cécile,the Talec Cécile
Cédric Maridet,西杜力．馬希德
Edwin Lo,羅潤庭
Pierre Bastien,巴斯迪安
Pierre Laurent Cassière,加西雅
Bertrand Lamarche,勒馬殊
Phoebe Hui,許芳華
Rainier Lericolais,勒希歌利
Giuseppe Penone,吉塞普·佩諾內
Lee Ufan,李禹煥
Sandra Chevrier,
Javier Martin,
Clio Chu,朱文婷
Christy Chung,鍾漫容
Lisa Lam,林麗莎
Lam King Lo,林璟璐
Lau Sze Ki,劉斯琪
Daniel Lo,羅俊雄
Karen Leung,梁芷君
Kaling Wong,黃嘉玲
Queenie Wong,黃燕君
Guoxiang Yuan,
Wijayatmo Nugroho,請參閱英文版本
Sudriadi Dedy,
Liu Jianhua,劉建華
Narelle Cridland,請參閱英文版本
Raymond Pang,彭金有
Loreta Saez Franco,請參閱英文版本
Jia Juan Li,請參閱英文版本
Louis Cane,請參閱英文版本
Jane Liu,廖少珍
MAK Wai-hung,麥惠鴻
Sabrina Kee-Kitney,
Chen Chunmu,陳春木
Irene Flanhardt,請參閱英文版本
Min Wae Aung,請參閱英文版本
Aung Myint,
Maya Lin,
Jean Dieuzaide,請參閱英文版本
Olivier Lavielle,
Xiong Zhichun,請參閱英文版本
Roberto Turnbull,羅拔圖．特恩布爾
Michael Mapes,請參閱英文版本
Michelangelo Pistoletto,
BHEND Meret,BHEND Meret
CHAN Siu Lung Ryan,陳小龍
CHIM Anna,詹可瑩
DING Cheuk Laam,丁卓藍
LAU Yik Kiu,劉翊翹
LUK Ka Man Karmen,陸家敏
SHUM Wing Pui Gloria,岑泳霈
TSANG Yuk Hei Don,曾旭熙
WONG Dorothy,黃加頌
YAN Wai Yin,忻慧妍
URBANO Jose Fernand Salamero,URBANO Jose Fernand Salamero
Miguel Marquez,請參閱英文版本
Kirsten Geekie,
Jenny Jie Yeon Lee,
and Michael Lee,
Mirta Kupferminc,Mirta Kupferminc
Angel Hui,Angel Hui
Wendy Tai,Wendy Tai
Lin Yilin,林一林
Pak Sheung-chuen,白雙全
Young Hay,楊曦
Frog King Kwok,蛙王郭
Eiko Otake,尾竹永子
Ming Wong,黃漢明
Saverio Lucci,請參閱英文版本
Chou Yu-Cheng,周育正
Sam Cheng,鄭丹珊
Alexei Lantsev,Alexei Lantsev
HUANG YONGYU,黃永玉
Bill TAM Wing-Piu,譚永標
Leung Chi-woo,梁志和
Sara Wong,黃志恆
MargaritaDittborn,請參閱英文版本
Chui Pui Chee,徐沛之
Héctor Velázquez,
Javier León Pérez,
José Luis Alexanco,
María García-Ibáñez and Mauricio Garrido.,
Kate Goodwin,請參閱英文版本
Jasmine Chau,請參閱英文版本
Natalya Ho,
Jada Lai,
Samantha Lee,
Olga Tobreluts,請參閱英文版本
LUCIO FONTANA,
KATRIN FRIDRIKS,
YAYOI KUSAMA,
GEORGES MATHIEU,
Cheryl Lucas,請參閱英文版本
Rick Rudd,
Merilyn Wiseman,
,韓幸霖
,林家燕
,黎晧
,倪欣慈
,黃嘉汶
,黃銘心
Qiu Deshu,仇德樹
Angela Hung,孔家希
Chi Kwan Lee,李芷君
Eunice Mok,莫凱恩
Gladys Ng,吳慧蘭
Janice Lau,劉定賢
Rachel Chow,周穎彤
Rosy Chan,陳淳慧
Sarah Johnson,Sarah Johnson
Stephanie Kong,江演文
Van Cheng,鄭詠文及鍾穎詩
Wallis Chung,
Nils Karsten,請參閱英文版本
Takeshi Yasuda,請參閱英文版本
NOART,請參閱英文版本
NOBUYOSHI ARAKI,
HIROSHI SUGIMOTO,
Liu Wei,請參閱英文版本
Bowen Li,
Ken Kitano,北野謙
Flying Pig (Pat Wong),飛天豬（Flyingpig）
Gladys Ng,林兆榮
Jarvis Luk,陸俊穎
Swing Lam,吳漢曦
Terry Ng,王鎮海
and Wong Chun Hoi,
Lavinia Yu,虞蘭因
James McGrath,James McGrath
nine Chinese artists,請參閱英文版本
CHAN Ching Lam | Michelle CHAN Ching | Anita CHEUNG Hoi Ki | Brian CHOW Hau Yan | Angson CHOW Yun Fu | Joe CHUNG Pui San | Dom CHUNG Wing Sze | Karen HAU Ka Lam | Harry HON Yuet Hei | Allison HUNG Yun | KANG Xinyi | Janice TO Tsz Sum | Andio LAI Chung Man | Barry LAW | Green LAU Yik Kiu | Selena LEONI | Kelvin LEUNG Ho Yan | Andy LI San Kit | Miyu OZAWA  | PANG Tung Tung | Gloria SHUM Wing Pui | SHON Myokyung | Andy WONG Kai Hei | Ray WONG Kai Sing | Yiva WONG Lai Yee | Owen WONG Nga Kwan | Winsome WONG | Winnie YAN Wai Yin | YOUNG Hiu Ting |,請參閱英文版本
Crystal Liu,Crystal Liu
Qi Yu,戚彧
CHAN Wai Kit,陳偉傑 ，劉兆聰 ， 吳燕琳 ， 蔡曉瑩 ， 徐詩翎
LAU Siu Chung,
NG Yin Lam,
CHOI Hiu Ying,
CHUI Sze Ling,
Ori Gersht,奧里•格斯
Zhang Tianjun,張天軍
Au Hoi Lam,請參閱英文版本
Clementine Chan,小橘子
Liu Guofu,劉國夫
Yvan Dansereau,
Tromarama,特羅拉馬
CHI Chien,齊簡
David Elliott,請參閱英文版本
Stefan Irvine,
Jorg Dietrich,
Eleanor McColl,
Pazu Chan,請參閱英文版本
Pepe Shimada,請參閱英文版本
Qin Yufen,
Su Xiaobai,
Tan Ping,
Yang Zhilin,
Peter Steinhauer,彼得‧斯坦豪爾
Leung Chi Wo,梁志和＋黃志恆
Sara Wong,劉錚
Liu Zheng,馬田帕爾
Martin Parr,楊沛鏗及張曉
Zhang Xiao,
Jakub Polomski,
Pieter Vermeersch,彼德•維米爾什
Pino Pinelli,請參閱英文版本
Shih Yung Chun,時永駿
Please refer to the Chinese Version,彭英才
Please refer to the Chinese Version,石齊
,鄒莉
,梁岩以及沈道鴻等
Please refer to the Chinese Version,饒宗頤
Please refer to the Chinese Version,王無邪
Please refer to the Chinese Version,潘躍輝
Please refer to the Chinese Version,林湖奎及司徒乃鍾
Please refer to the Chinese Version,王昌楷
,陳穎潼
,林欣穎
,李蕙縈
,曾天美
,鄭天依
Please refer to the Chinese Version,李魁正
,胡明哲
,田黎明
,李翔
,孫玉敏
,韋紅燕
,汪港清
,潘纓
,賈廣健
,劉新華
,唐輝
,石君
,陳湘金
,張鐵軍
,姜沛
,張真愷
,喬宜男
,李京波
,王颯
,申卉芪
,王暉
,周午生
,賈寶鋒
,金鑫
,于諾
,納禾雅
,米娜
,付紅
Please refer to the Chinese Version,黎達達榮
Ai Wei Wei,艾未未
Please refer to the Chinese Version,何秀娟
,周昭明
,周學輝
,黃淑貞
,黃鍚煌
,羅志琪
,歐陽毅禧
Please refer to the Chinese Version,謝樂柔
Apple Tong,唐詠然
Please refer to the Chinese Version,程志堅
Please refer to the Chinese Version,唐詠然及黃錫煌
Please refer to the Chinese Version,章汝奭
Please refer to the Chinese Version,楊僖宏
Please refer to the Chinese Version,鍾立昆
,刑誠愛
,陳永鏘
Please refer to the Chinese Version,李志清
Please refer to the Chinese Version,鄭婷婷
Please refer to the Chinese Version,徐華翎
Please refer to the Chinese Version,陳新銓
Andy Warhol,請參閱英文版本
Damien Hirst,
Robert Indiana,
Juming,
Liu Chunhai,
Chen Lianqing,
Zhao Kailin,
Sam Cheng,
Tony Oursler,
Wang Guofeng,王國峰
María García Ibáñez and Javier León Pérez,
Luke Ching,程展緯
Pheobe Man,文晶瑩
Cédric Maridet,Cédric Maridet
Tong Wing-sze,唐詠詩
Tsui Ngai,徐藝
Wong Lai-kuen and Zheng Bo,黃麗娟及鄭波
Fabio Barilari,請參閱英文版本
Fabio Barilari,
Fang Shao Hua,方少華
Wei Shaodong,請參閱英文版本
Ana Gonzalez,請參閱英文版本
Ivy Ma,
Nastaran Shahbazi,
Cally Yu,
Ada Chan,楊素珊，陳竹君，吳運忠
Eric Ng,Emily Eldrige
Emily Eldridge,Jarek Wojcik 和Maria Isabel Parra
Jarek Wojcik,
Lei Zhenhua,
and Susan Yeung,
Shen Hanwu,沈漢武
Donald Graham,
John Grey,
Chet Lam (林一峰),
Jeremy Lee,
Cai Dongdong,蔡東東
Chen Wei,陳維
Chen Xiaoyun,陳曉雲
Cui Xiuwen,崔岫聞
Feng Yan,封岩
Jiang Pengyi,蔣鵬奕
Jiang Zhi,蔣志
Liu Wei,劉韡
Luo Dan,駱丹
Wang Ningde,王寧德
Yang Fudong,楊福東
oe Chan,陳翹康
Sunday Lai,黎朗生
Swing Lam,林兆榮
Fiona Lee,李穎姍
Mak Ying-tung,麥影彤
Wong Chun-hoi and Wong Kit-yi (with Ali Wong),王鎮海
,黃潔宜(與 Ali Wong)
Valery Grancher,請參閱英文版本
Rokni Haerizadeh,
Gavin Au,區家耀，張才生，何兆南，蕭國健，黃耀霖
Samson Cheung,
South Ho,
Dio Wong,
Cheuk Ka-wai,卓家慧
Chow Chian-chiu,周千秋
Chow Leung Chen-ying,梁粲纓
Ken Matsubara,請參閱英文版本
Leung Yee Ting,請參閱英文版本
Sarah Tse,
Vivian Ho,
Phil Akashi,請參閱英文版本
Gladly Ng,
Helen Boyd,
Hiroko Wilson,
Isabelle Garway-Templeman,
Malin Ohlsson,
Priscilla Thiriez,
Theadora Whittington and Vasavi Seethepalli,
Robert Rauschenberg,
SONG Yu Min,
Emily Young,請參閱英文版本
Emily Cheng,成瑞嫻
Oleg Tselkov,請參閱英文版本
Alexander Sakharov,
Olga Tobreluts,
Gago Chtchyan,
Rudolf Stingel,請參閱英文版本
Sadaharu Horio,請參閱英文版本
Sarah Choi,
Angel Hui,許開嬌，許經文
Xu Jingwen,
Elliott Erwitt,請參閱英文版本
Bruce Gilden,
Philippe Halsman,
Martin Parr,
Steve McCurry and Paolo Pellegrin,
Pang Yongjie,請參閱英文版本
Louis Dombowsky,
Indika,
Alice Cheung,張雅思
Pan Jian,請參閱英文版本
Please refer to the Chinese Version,楊茂源
Seela Gowda,請參閱英文版本
Thomas Tsang,請參閱英文版本
Shilpa Gupta,Shilpa Gupta
Shozo Shimamoto,嶋本昭三
Fung Ming Chip,馮明秋
Signal 8,請參閱英文版本
Tun Win Aung and Wahnu,
Htein Lin,
Maung Day,
Zun Ei Phyu,
Aung Myat Htay,
Chen Jun,陳俊
Du Xiaotong,杜小同
Hao Shiming,郝世明
Li Wei,李威
Pan Wenxun,潘汶汛
Sun Hao,孫浩
Xu Hualing,徐華翎
Xu Jiacun and Zhu Zhengming,徐加存
Simon Birch,Simon Birch
Zaffer Chan Sui Ying,陳瑞瑩
Ch&#39,請參閱英文版本
ng Kiah Kian,
Alvin Wong,
Lee Kai Chung,李繼忠
Please refer to the Chinese Version,陳寶鋒
,紅彤彤
,Because Yeung
,姚君豪
Lam Miu-ling,林妙玲
Wong Chak-hung,黃澤雄
Zhang Dali,張大力
Tsang Chui-mei,曾翠薇
Master Lee Siu Man,李筱文
Chan Sai-lok,阿三
Song Dong,宋冬
Miya Ando,請參閱英文版本
Pio Abad,
Andreja Juluncic,
Dan Perjovschi,
Mark Salvatus,
Yao Jui-chung,
Sebastian Moldovan,
Pradeep Thalawatta,
Ahdiyat Nur Hartata,
Istvan Ist Huzjan,
Krassimir Terziev,
Jakrawal Nilthamrong,
Dex Fernandez,
Ana Adamovic,
Herra Pahlasari,
Jon Cuyson,
Kernel Lyno Vuth,
Ivan Hrkas,
Lia Perjovschi,
Eisa Jocson,
Doplgenger,
Apparatus 22,
Truong Cong Tung,
Leung Chi Wo,
Ana Husman,
Dalibor Martinis,
Ali Taptik,
Stanley Ng,伍偉昌
Valery Barykin,
Liu Zhuoquan,劉卓泉
Wei Qingji,魏青吉
Lin Guocheng,林國成
Zhang Xiaodi,張小迪
Yu Yang,于洋
Chen Hongbo,陳紅波
Max Chan Wang,請參閱英文版本
Garret Lai Hao Feng,
Leung Wing Yee,
Amy Chan,陳曉嵐
Priscila Chu,朱曉芳
Fung Hing-keung,馮慶強
Kwong Man-chun,鄺萬春
Maggie Lin,連君婷
Wong Wing-fung and Rachel Yan,黃詠楓
,甄卉露
Peggy Chan,陳佩玲
Price Chu,朱耀煒
Connie Lo,盧可兒
Vinci Mok,莫穎詩
wen yau,魂游
Wayne Wong,黃榮臻
Yuen Chun-tai,袁進女太
Fung Wing Yan,
LAAB,LAAB
LAM Tian Xing,
Chui Tse Hung,
Sin Sin Man,請參閱英文版本
M. Irfan,
Nasirun,
Lin Jingjing,請參閱英文版本
Christopher Doyle & Xu Jing,杜可風
,陳靜
Please refer to the Chinese Version,沈平
Gao Weigang,請參閱英文版本
Su Wenxiang,蘇文祥
Xu Qu,徐渠
Ariane Monod,請參閱英文版本
David Cow,張天行
Suh Jeong Min,
Chu Teh-Chun,請參閱英文版本
Keiichi Tanaami,
Makoto Taniguchi,
Bob Yudhita Agung,請參閱英文版本
Yin Xin,請參閱英文版本
Rick Rudd,請參閱英文版本
Chris Weaver,
CAMIE LYONS,
Terry Richardson,泰利·理查森
Mo Shah,請參閱英文版本
Maurice Benayoun,請參閱英文版本
Tobias Cremmler,
Max Hattler,
Tobias Klein,
Lam Miu Ling,
Tomas Laurenzo,
Julian Lee,
Jame Prophet,
Don Ritter,
Jeffery Shaw,
Zheng Bo,
Harald Kraemer,
Bernard Villemot,請參閱英文版本
Victor Vasarely,
Guy Georget and Hervé Morvan,
Chris Chu,
Wong Wing Fung,黃詠楓
Joseph Wong,請參閱英文版本
Antoine Rameau,請參閱英文版本
Ho Chonyue,何崇岳
Maria Björklund,請參閱英文版本
Tommi Musturi,
Joonas Rinta-Kanto,
Marko Turunen,
Amanda Vähämäki,
Aaron Kai,請參閱英文版本
Zhao Shaoan,趙少昂
Paintings by CHENG Tsai –Tung,繪畫: 鄭在東､Gade､李楓､曾佑和､Dagvasambuugiin UURIINTUYA､王川､王冬齡､黃琮瑜､
Gade,徐龍森､嚴善錞､于彭
LIE Fhung,
TSENG Yu-Ho,立體作品: 馮明秋､ 李文生､Nortse､徐國棟､西藏佛教古物
Dagvasambuugiin UURIINTUYA,
WANG Chuan,珠寶: Mimi LIPTON
WANG Dongling,
WONG Chung-Yu,
XU Longsen,
YAN Shanchun,
YU Peng,
Sculptural Objects,
Assemblages by FUNG Ming Chip,
LEE Man Sang,
Nortse,
XU Guodong,
and 13th-15th Century Tibetan Artists,
Jewellery by Mimi LIPTON,
Shimamoto,請參閱英文版本
Isaac Chong Wai,莊偉
Ho Siu Kee,何兆基
Otto Li Tin Lun,李天倫
Angela Su & Clémence Torres,徐世琪及Clémence Torres
Ge Yan,請參閱英文版本
Ji Xin,
Li Shun,
Xiao Jiang,
Zhang Xuerui,
Zhu Changquan,
CHENG Ting Ting,鄭婷婷
Andrew LUK,陸浩明
YIP Kin Bon,葉建邦
Please refer to Chinese version,匡調元
Steve So x Janice So x Mathew Man x Jasmine Man,
Nam June Paik,白南準
Noel de Guzman,請參閱英文版本
Tik Ka,廸嘉
Please refer to the Chinese Version,鄭哈雷
,KaCaMa Design Lab
,林東鵬
,劉清平
,利志榮
,李慧嫻
,羅士廉
,冼美玉
,蕭國健
,鄧國騫
,the pancakes
,曾章成
,尹麗娟
,XCEED
Cheung Ping,張平
,朱毅勇
John Eastcott Et Yva Momatiuk,請參閱英文版本
Luis Mariano Gonzalez,
Cai Guo-qiang,蔡國強
Chu Tehchun,朱德群
Alberto Giacometti,阿爾伯托·賈克梅蒂
Andreas Gursky,安德烈亞斯·古爾斯基
Takashi Murakami,村上隆
Sterling Ruby,理查德·塞拉
Richard Serra,趙無極
Zao Wouki,
Jia Youfu,賈又福
Chen Wenling,陳文令
He Chongyue,何崇岳
Li Zhanyang,李占洋
Li Wenmin,李文旻
Liao Yibai,廖一百
Jiang Shuo,蔣朔
Peter Steinhauer,彼得·斯坦豪爾
Shi Jindian,師進滇
and Wong Perngfey,黃鵬輝
Jonathan Thomason,請參閱英文版本
Artistry of Wind Box Community Development Association (Macau),風盒子社區藝術發展協會（澳門）
Arts with the Disabled Association Hong Kong “Creativity to Independence” Painting Workshop,香港展能藝術會「創藝自强」繪畫工作坊
Au Sze Wing,區思穎
Harriet,歐天祈
Au Tin Ki,塗鴉創意間
birdintree creative studio,陳百堅
Brandon Chan,思詩
Ceci Chan,陳衍泓
Comma Chan,陳嘉興
Chan Ka Hing,陳裕君
Yukko Chan,周寶玲
Chao Pou Leng,鄭明輝
Pauline,張蘭芳
Cheng Ming Fai,趙愛萍
Reed,莊心珍
Teresa de Jesus Cheong,范世康
Olga Chew,奇想偶戲劇團
Chng Seok Tin,黃曼玲
Fan Sai Hong,霍康琪
Fantasy Puppet Theatre,HEADNepal
Irene Flanhardt,何敏儀
Ankie Fok,海潮
HEADNepal,許婉汶
Blanche Ho,由美
Hoi Chiu,賴恩慈
Yanki Hui,林漢堅
Yumi Keung,林可頤
Mo Lai,林美意
Lam Hon Kin,林皮
Andrew,劉志強
Keyee Lam,劉俊賢
Lam Mee Yee,李舜如
Amelia,李志豪
Lam Pei,楊冠瑩
Steve Lau,梁嘉儀
Winston Lau,梁以瑚
Alice Lee,廖東梅
Jansky Lei,廖家宜
Leong Kun Leng,新生精神康復會
Leung Ka Yee,吳惠儀
Evelyna Liang,施援程
Liu Tung Mui,蕭耀翔
Liu Ka Yee,陳麗香
New Life Psychiatric Rehabilitation Association,黃肖萍
Winnie Ng,黃詠楓
Si Wun Cheng,邱偉文
Reggae Siu,楊秀卓
Tan Lay Heong,嚴美媚
Veronique Wong,葉鳳桃
Wong Wing Fung,Youth Empowerment Service 及 陳俊明
Raymond Yau,茹海欣
Ricky Yeung,翁志健
Mimi Yim,
Yip Fung To,
Youth Empowerment Service & Chan Tsun Ming,
Lesley Yu,
Yung Chi Kin,
Brenda Hong,康雁屏
Chan Yin-wan,陳燕雲
Cheung Wai-chan,張惠珍
WONG Shun Kit,王純杰，巢錫雄， 張嘉莉，鄭怡敏(阿金)，杜煥，陳佩玲，余珮珊，劉學成，陳正文，李俊峰
CHAU Shek Hung,
CHENG Yee Man (Gum),
TO Wun,
CHAN Pui Leng(Peggy),
LAU Hok Shing (Hanison),
CHAN Ching man,
LEE Chun Fung,
Robert Motherwell,Robert Motherwell
Bruce Nauman,Bruce Nauman
Tomie Ohtake,大竹富江
Tang Chang,陳壯
Irina Kotova,請參閱英文版本
Yuan Yuan,袁遠
,禤善勤
Kimsooja,請參閱英文版本
Paul Pfeiffer,保羅·費弗
Shirazeh Houshiary,請參閱英文版本
Darren Almond,達倫．艾蒙德
TK Chan,請參閱英文版本
Wong Perngfey,黃鵬輝
Koon Tak Kwan,管德鈞
Tse Lok Kwan,謝樂筠
Tse Wing Hin,謝榮軒
Xixi,請參閱英文版本
Wong Yee-ki,黃綺琪
Matthias Weischer,請參閱英文版本
Leung Chi Woo,梁志和
Fung Ming-chip,馮明秋
Luo Qi,洛齊
Fabienne Verdier,法比恩‧維迪爾
Wang Dongling,王冬齡
Wang Tiande,王天德
Wei Ligang,魏立剛
Rokko Juhasz (斯洛伐克),Rokko Juhasz (斯洛伐克)
Imre Denes(匈牙利),Imre Denes(匈牙利)
Istvan Kovacs(匈牙利),Istvan Kovacs(匈牙利)
Roi Vaara(芬蘭),Roi Vaara(芬蘭)
Beate Linne(德國),Beate Linne(德國)
童文敏(中國),童文敏(中國)
三位來自香港: 歐陽東,三位來自香港: 歐陽東
張嘉莉,張嘉莉
鄭怡敏(阿金),鄭怡敏(阿金)
Kos Cos,請參閱英文版本
Rokko Juhasz,Rokko Juhasz
Imre Denes,Imre Denes
Istvan Kovacs,Istvan Kovacs
Roi Vaara,Roi Vaara
Beate Linne,Beate Linne
Clara Cheung,童文敏
Gum,歐陽東
Tong Wen Min,張嘉莉
AuYeung Tung,鄭怡敏
Mini C,請參閱英文版本
Jerry DesVoignes,
Sandra Semchuk,
and Wing Shya,
Dinh Q. Le,請參閱英文版本
Tsuyoshi MAEKAWA,前川強
Intuon Chau,周姍祐
Vivian Fung,馮穎君
Jack Lam,林仲賢
