Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,ADC_Remarks_deleted,ADC_Remarks,ADC_Remarks_date,new_Remarks,duration_of_exhibition,,,,exh_venue,site_count (new),site_count_B,OLD_actual_days,published_permanent_count/常設展,published_Days/年度展期天,exh_to_count/統計數量,non_duplicated_date_count,new_Days/年度展期天,,,Remarks,Remarks,Reference link,indoor/outdoor/both
0910,09101043,,0,Local,本地 ,,,Culture Club Gallery,Culture Club Gallery,,,BUSS,Culture Club Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,"Architography, Photography Exhibition by Andrew Cattrell",N/A,"Architography, Photography Exhibition by Andrew Cattrell",n.a.,n.a.,2009/12/04,2010/01/09,2009 ,12 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Andrew Cattrell,n.a.,,,1 ,1 ,3 ,88 ,,,1 ,1 ,,,1 ,,37 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,8,,,,#VALUE!,0 ,37 ,0 ,37 ,1 ,1 ,248 ,,,NA,,,indoor
0910,09101044,,0,Local,本地 ,,,Osage Kwun Tong,奧沙觀塘,,,GAL,Osage Kwun Tong,Mixed Art-forms,綜合展,n.a.,n.a.,Jiang Zhi : Attitude,表態：蔣志的一個展覽,表態：蔣志的一個展覽,n.a.,n.a.,2009/12/04,2010/01/17,2009 ,12 ,0 ,n.a.,n.a.,n.a.,n.a.,Bao Dong,鮑棟,Jiang Zhi,蔣志,,,1 ,1 ,6 ,4 ,,,1 ,1 ,,,1 ,,45 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,4,,,,#VALUE!,0 ,45 ,0 ,45 ,1 ,1 ,248 ,,,NA,,,indoor
0910,09101045,,0,Local,本地 ,,,King's Gallery,皇室畫廊,,,GAL,King's Gallery @ Central,Painting,繪畫,n.a.,n.a.,Trot and Jump Exhibition of Horse Paintings ,N.A.,Trot and Jump Exhibition of Horse Paintings ,n.a.,n.a.,2009/12/08,2010/02/21,2009 ,12 ,0 ,King's Gallery,皇室畫廊,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,76 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,8,,,,#VALUE!,0 ,76 ,0 ,76 ,1 ,1 ,252 ,,,NA,,,indoor
0910,09101046,,0,Local,本地 ,,,Grotto Fine Art Ltd,嘉圖現代藝術有限公司,,,GAL,Grotto Fine Art,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,HO Siu-kee: The Constrained Body ,N.A.,HO Siu-kee: The Constrained Body ,n.a.,n.a.,2009/12/15,2010/01/09,2009 ,12 ,0 ,Grotto Fine Art,嘉圖現代藝術,n.a.,n.a.,n.a.,n.a., HO Siu Kee,何兆基,,,1 ,1 ,6 ,88 ,,,1 ,1 ,,,1 ,,26 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,4,,,,#VALUE!,0 ,26 ,0 ,26 ,1 ,1 ,259 ,,,NA,,,indoor
0910,09101047,,0,Local,本地 ,,,K11,K11,,,BUSS,K11,Mixed Art-forms,綜合展,n.a.,n.a.,n.a.,Hiking Arte 開幕藝術展覽,Hiking Arte 開幕藝術展覽,n.a.,n.a.,2009/12/18,2010/03/15,2009 ,12 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,梁展峰,n.a.,鄭淑宜、朱興華、劉學成、林東鵬、謝淑妮、鄧國騫、黃進曦,,,1 ,1 ,3 ,88 ,,,1 ,1 ,,,1 ,,88 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,88 ,0 ,88 ,1 ,1 ,262 ,,,NA,,,indoor
0910,09101049a,,1,Local,本地 ,,,Alisan Fine Arts,藝倡畫廊,,,GAL,Alisan Fine Arts,Painting,繪畫,n.a.,n.a.,Gallery Exhibition by gallery artists,畫廊畫家群展,畫廊畫家群展,n.a.,n.a.,2010/01/01,2010/01/31,2010 ,1 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Zao Wou Ki; Chu The Chun; Chao Chung Hsiang; Walasse Ting; Lui Shou Kwan; John Way; Tseng Yuho; Chuang Che; Hsiao Chin; Ming Fay; Gao Xing Jian,n.a.,,,1 ,1 ,6 ,2 ,,,0 ,1 ,,,1 ,,31 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,5,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,276 ,,,NA,,,indoor
0910,09101049b,,1,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂,,,GAL,Plum Blossoms Gallery,Painting,繪畫,n.a.,n.a.,Group Exhibition by gallery artists,畫廊畫家群展,畫廊畫家群展,n.a.,n.a.,2010/01/01,9999,2010 ,1 ,99 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Jiang Shuo; Chen Long Bin; Victor Lai; Lu Peng,蔣朔、陳龍斌、黎明海、呂鵬,,,0 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,(30179),,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,1,,,,#VALUE!,0 ,#VALUE!,99 ,9999 ,1 ,1 ,276 ,,,NA,,,indoor
0910,09101049c,,1,Local,本地 ,,,Sin Sin Annex,n.a.,,,GAL,Sin Sin Fine Art,Painting,繪畫,n.a.,n.a.,Group Exhibition by gallery artists,畫廊畫家群展,畫廊畫家群展,n.a.,n.a.,2010/01/01,9999,2010 ,1 ,99 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,0 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,(30179),,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,2,,,,#VALUE!,0 ,#VALUE!,99 ,9999 ,0 ,1 ,276 ,,,NA,,,
0910,09101050,,0,Local,本地 ,,,Cultural Centre Exhibition Gallery,香港文化中心展覽館,,,PA,Cultural Centre Exhibition Gallery,Children Art,兒童藝術,n.a.,n.a.,The 5th Art Exhibition by the Youth of China,第5屆中華濃情少兒藝術匯展,第5屆中華濃情少兒藝術匯展,n.a.,n.a.,2010/01/01,2010/01/03,2010 ,1 ,0 ,Hong Kong Visual Arts Society of Youth and Children,香港青少兒視覺藝術研究學會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,3 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,4,,,,#VALUE!,0 ,3 ,0 ,3 ,1 ,1 ,276 ,,,NA,,,indoor
0910,09101051,,0,Local,本地 ,,,City Hall Exhibition Hall,大會堂展覽廳,,,PA,City Hall Exhibition Hall,Photography,攝影,n.a.,n.a.,The 64th Hong Kong International Salon of Photography 2009,第64屆香港國際攝影沙龍2009,第64屆香港國際攝影沙龍2009,n.a.,n.a.,2009/12/30,2010/01/10,2009 ,12 ,0 ,The Photographic Society of Hong Kong,香港攝影學會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,12 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,5,,,,#VALUE!,0 ,12 ,0 ,12 ,1 ,1 ,274 ,,,NA,,,indoor
0910,09101052,,0,Local,本地 ,,,City Hall Exhibition Gallery,大會堂展覽館,,,PA,City Hall Exhibition Gallery,Painting,繪畫,n.a.,n.a.,n.a.,市美雄風──薪火相傳會員聯展,市美雄風──薪火相傳會員聯展,n.a.,n.a.,2010/01/01,2010/01/07,2010 ,1 ,0 ,City Art Studio,香港市美畫院,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,7 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,5,,,,#VALUE!,0 ,7 ,0 ,7 ,1 ,1 ,276 ,,,NA,,,indoor
0910,09101053,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,香港文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Painting,繪畫,n.a.,n.a.,n.a.,西貢畫苑二○一○匯展,西貢畫苑二○一○匯展,n.a.,n.a.,2010/01/01,2010/01/03,2010 ,1 ,0 ,Sai Kung Art Studio,西貢畫苑,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,3 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,8,,,,#VALUE!,0 ,3 ,0 ,3 ,1 ,1 ,276 ,,,NA,,,indoor
0910,09101054,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,香港文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Photography,攝影,n.a.,n.a.,n.a.,原汁原味18R攝影展覽,原汁原味18R攝影展覽,n.a.,n.a.,2010/01/01,2010/01/02,2010 ,1 ,0 ,Hong Kong Joint Photographer's Association,香港藝群攝影學會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,2 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,3,,,,#VALUE!,0 ,2 ,0 ,2 ,1 ,1 ,276 ,,,NA,,,indoor
0910,09101055,,0,Local,本地 ,,,"Hospital Gallery, LG2, Oncology Department, East Block,Pamela Youde Nethersole Eastern Hospital",尤德夫人那打素醫院東座臨床腫瘤科LG2 醫院畫廊,,,PUB,PYN Eastern Hospital,Painting,繪畫,n.a.,n.a.,"""Art in Hospital—Hospital Gallery"" Exhibition of "" Reach for the HeART"" Workshop",「藝術在醫院 — 醫院畫廊」《心窗藝術工作坊── 作品展》,藝術在醫院 — 醫院畫廊」《心窗藝術工作坊── 作品展》,n.a.,n.a.,2010/02/01,2010/02/28,2010 ,2 ,0 ,Art in Hospital,藝術在醫院,Pamela Youde Nethersole Eastern Hospital,東區尤德夫人那打素醫院,n.a.,n.a.,"Elderly patients from the Caritas Medical Centre, Haven of Hope Hospital and Pamela Youde Nethersole Eastern Hospital",明愛醫院、靈實醫院及東區尤德夫人那打素醫院的老人科院友,,,1 ,1 ,7 ,88 ,,,0 ,1 ,,,1 ,,28 ,,,,,,"start date was wrong; ""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,3,,,,#VALUE!,0 ,58 ,0 ,58 ,0 ,1 ,307 ,,,NA,,,indoor
0910,09101056,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Painting,繪畫,n.a.,n.a.,n.a.,看不見的風景,看不見的風景,n.a.,n.a.,2010/01/02,2010/01/16,2010 ,1 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Giles Dawe,n.a.,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,15 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,8,,,,#VALUE!,0 ,15 ,0 ,15 ,1 ,1 ,277 ,,,NA,,,indoor
0910,09101057,,0,Local,本地,,,"(3PM Records) 2/F 600 Shanghai Street  ,Kowloon,HK",九龍旺角上海街600號2字樓「下午三點」,,,BUSS,3PM Records,Photography,攝影,n.a.,n.a.,3pm-6pm in Hong Kong 2004 Photo Exhibition,3pm-6pm，香港2004攝影展,3pm-6pm，香港2004攝影展,n.a.,n.a.,2010/01/03,2010/01/23,2010 ,1 ,0 ,3PM Records,下午三點(唱片公司),n.a.,n.a.,n.a.,n.a.,Candy Ng Shun Wa,吳信嬅,,,1 ,1 ,3 ,88 ,,,0 ,1 ,,,1 ,,21 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,2,,,,#VALUE!,0 ,21 ,0 ,21 ,1 ,1 ,278 ,,,NA,,,indoor
0910,09101058,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Children Art,兒童藝術,n.a.,n.a.,Happy Show 2010,開心共賞2010,開心共賞2010,n.a.,n.a.,2010/01/03,2010/01/04,2010 ,1 ,0 ,Happy Workshop,開心畫室,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,2 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,8,,,,#VALUE!,0 ,2 ,0 ,2 ,1 ,1 ,278 ,,,NA,,,indoor
0910,09101059,,0,Local,本地 ,,,"Central Learning Centre Gallery, School of Continuing and Professional Studies, The Chinese University of Hong Kong",香港中文大學專業進修學院中環教學中心畫廊,,,SCH,CUHK - Central Learning Centre Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,n.a.,第十六屆中國水墨畫《花鳥組》文憑課程學員作品聯展,第十六屆中國水墨畫《花鳥組》文憑課程學員作品聯展,n.a.,n.a.,2010/01/03,2010/01/30,2010 ,1 ,0 ,"School of Continuing and Professional Studies, The Chinese University of Hong Kong",香港中文大學專業進修學院,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,2 ,88 ,,,0 ,1 ,,,1 ,,28 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,8,,,,#VALUE!,0 ,28 ,0 ,28 ,1 ,1 ,278 ,,,NA,,,indoor
0910,09101060,,0,Local,本地 ,,,Cultural Centre Exhibition Gallery,香港文化中心展覽館,,,PA,Cultural Centre Exhibition Gallery,Painting,繪畫,n.a.,n.a.,Dreams to fly,飛躍虹夢(四人畫展),飛躍虹夢(四人畫展),n.a.,n.a.,2010/01/04,2010/01/10,2010 ,1 ,0 ,Art to fly,薈彩25,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,7 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,8,,,,#VALUE!,0 ,7 ,0 ,7 ,1 ,1 ,279 ,,,NA,,,indoor
0910,09101062,,0,Local,本地 ,,,"5/F Pao Galleries, Hong Kong Arts Centre",香港藝術中心五樓包氏畫廊,,,HKAC,The Pao Galleries,Photography,攝影,n.a.,n.a.,Impressions。Leslie Cheung,印象。張國榮,《印象。張國榮》,n.a.,n.a.,2010/01/04,2010/04/13,2010 ,1 ,0 ,Red Mission,繼續張國榮歌影迷國際聯盟,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,4 ,88 ,,,0 ,1 ,,,1 ,,100 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,4,,,,#VALUE!,0 ,100 ,0 ,87 ,1 ,1 ,279 ,,,NA,,,indoor
0910,09101063,,0,Local,本地 ,,,"G/F, Lobby of Hong Kong Arts Centre",香港藝術中心地下大堂,,,HKAC,public,Sculpture,雕塑,n.a.,n.a.,Seeds,種子,種子,n.a.,n.a.,2010/01/04,2010/11/30,2010 ,1 ,0 ,"Hong Kong Arts Centre, Public Art Hong Kong",香港藝術中心、香港公共藝術,n.a.,n.a.,n.a.,n.a.,Danny Lee,李展輝,,,1 ,1 ,4 ,88 ,,,0 ,1 ,,,1 ,,331 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,0 ,331 ,0 ,87 ,1 ,1 ,279 ,,,NA,,,indoor
0910,09101064,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,香港文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Painting,繪畫,n.a.,n.a.,Painters' Journey Exibition,「畫家之旅」畫展,「畫家之旅」畫展,n.a.,n.a.,2010/01/05,2010/01/07,2010 ,1 ,0 ,Painters' Journey of Hong Kong,香港畫家之旅畫會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,3 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,5,,,,#VALUE!,0 ,3 ,0 ,3 ,1 ,1 ,280 ,,,NA,,,indoor
0910,09101065,,0,Local,本地 ,,,Tsuen Wan Town Hall,荃灣大會堂,,,PA,Tsuen Wan Town Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,Ceramics,陶藝,n.a.,書畫陶瓷匯展,書畫陶瓷匯展,n.a.,n.a.,2010/01/06,2010/01/10,2010 ,1 ,0 ,Tseuen Wan Culture & Rereation Co-ordinating Association Ltd.,荃灣文藝康樂協進會有限公司主辦,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,1 ,1 ,,,1 ,,5 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,7,,,,#VALUE!,0 ,5 ,0 ,5 ,1 ,1 ,281 ,,,NA,,,indoor
0910,09101066,,0,Local,本地 ,,,Fabrik Contemporary Art,Fabrik Contemporary Art,,,GAL,Fabrik Contemporary Art,Prints,版畫,n.a.,n.a.,CONTEMPORARY JAPANESE PRINTS,N.A.,CONTEMPORARY JAPANESE PRINTS,n.a.,n.a.,2010/01/07,2010/09/17,2010 ,1 ,0 ,Fabrik Contemporary Art,Fabrik Contemporary Art,n.a.,n.a.,n.a.,n.a.,Takashi Murakami,n.a.,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,254 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,2,,,,#VALUE!,0 ,254 ,0 ,84 ,1 ,1 ,282 ,,,NA,,,indoor
0910,09101067,,0,Local,本地 ,,,City Hall Exhibition Gallery,大會堂展覽館,,,PA,City Hall Exhibition Gallery,Photography,攝影,n.a.,n.a.,"""Phases of Time - The Joint Exhibition of Tam Ning & Cui Duo Sheng""",時光──譚寧、崔鐸聲先生攝影展,時光──譚寧、崔鐸聲先生攝影展,n.a.,n.a.,2010/01/08,2010/01/14,2010 ,1 ,0 ,The Photographic Society of Hong Kong,香港攝影學會,n.a.,n.a.,n.a.,n.a.,Tam Ning; Cui Duo Sheng,譚寧、崔鐸聲,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,7 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,3,,,,#VALUE!,0 ,7 ,0 ,7 ,1 ,1 ,283 ,,,NA,,,indoor
0910,09101068,,0,Local,本地 ,,,"Exhibition Hall, Hong Kong Visual Arts Centre",香港視覺藝術中心展覽廳,,,VA,Hong Kong Visual Art Centre Exhibition Hall,Mixed Art-forms,綜合展,n.a.,n.a.,Art Specialist Course 2009 – 2010 Graduation Exhibition,藝術專修課程2009 – 2010 結業展,藝術專修課程2009 – 2010 結業展,n.a.,n.a.,2010/01/08,2010/01/18,2010 ,1 ,0 ,Art Promotion Office of the Leisure and Cultural Services Department,康樂及文化事務署藝術推廣辦事處,n.a.,n.a.,Art Promotion Office,藝術推廣辦事處,Graduates of the Art Specialist Course 2009 – 2010,藝術專修課程2009 – 2010畢業學員,,,1 ,1 ,1 ,88 ,,,1 ,1 ,,,1 ,,11 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,2,,,,#VALUE!,0 ,11 ,0 ,11 ,1 ,1 ,283 ,,,NA,,,indoor
0910,09101069,,0,Local,本地 ,,,"Yueh Chiao Art Gallery, Shaw Collage, Lecture Theatre, The Chinese University of Hong Kong",香港中文大學逸夫書院大講堂越喬藝廊,,,SCH,CUHK - Yueh Chiao Art Gallery,Painting,繪畫,n.a.,n.a.,Joint Exhibition of Chinese Painting by Li Kwok Ming and Wu Mingbo,李國明 伍銘波 合作畫展,李國明 伍銘波 合作畫展,n.a.,n.a.,2010/01/08,2010/01/22,2010 ,1 ,0 ,"Collage Promotion Committee of Shaw College, The Chinese University of Hong Kong",香港中文大學逸夫書院「書院推廣委員會」,n.a.,n.a.,n.a.,n.a.,"Li Kwok Ming, Wu Mingbo","李國明, 伍銘波",,,1 ,1 ,2 ,88 ,,,0 ,1 ,,,1 ,,15 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,0 ,15 ,0 ,15 ,1 ,1 ,283 ,,,NA,,,indoor
0910,09101070,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Painting,繪畫,n.a.,n.a.,Life is a Halo on Candle: Paintings by YU Peng,人生燭上華: 于彭畫展,人生燭上華: 于彭畫展,n.a.,n.a.,2010/01/08,2010/02/06,2010 ,1 ,0 ,Hanart TZ Gallery,漢雅軒,n.a.,n.a.,n.a.,n.a.,YU Peng,于彭,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,30 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,0 ,30 ,0 ,30 ,1 ,1 ,283 ,,,NA,,,indoor
0910,09101071,,0,Local,本地 ,,,CAIS Gallery (Hong Kong),n.a.,,,GAL,CAIS Gallery Hong Kong,Painting,繪畫,n.a.,n.a.,The Havelian Express,N/A,The Havelian Express,n.a.,n.a.,2010/01/08,2010/02/14,2010 ,1 ,0 ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Muhammad Zeeshan; Imran Channa; Hasnat Mehmood,n.a.,,,1 ,1 ,6 ,88 ,,,0 ,1 ,,,1 ,,38 ,,,,,,"(主辦策展類型以場地推算),(""經費來源""及""資助類型""從2008-2009年度已刪除了)",23/1/2013,,1,3,,,,#VALUE!,0 ,38 ,0 ,38 ,1 ,1 ,283 ,,,NA,,,
0910,09101072,,0,Local,本地 ,,,"Goethe-Gallery, Goethe-Institut Hongkong",香港歌德學院歌德畫廊,,,ART,Goethe-Gallery,Photography,攝影,n.a.,n.a.,Women Portraits Children 1989 and 2005,N.A.,Women Portraits Children 1989 and 2005,n.a.,n.a.,2010/01/08,2010/02/20,2010 ,1 ,0 ,Goethe-Gallery,香港歌德學院歌德畫廊,n.a.,n.a.,n.a.,n.a.,Angela Fensch,n.a.,,,1 ,1 ,5 ,88 ,,,0 ,1 ,,,1 ,,44 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,3,,,,#VALUE!,0 ,44 ,0 ,44 ,1 ,1 ,283 ,,,NA,,,indoor
0910,09101073,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Painting,繪畫,n.a.,n.a.,n.a.,2010宏宇畫室師生展,2010宏宇畫室師生展,n.a.,n.a.,2010/01/08,2010/01/12,2010 ,1 ,0 ,Bacchus Studio,宏宇畫室,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,5 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,3,,,,#VALUE!,0 ,5 ,0 ,5 ,1 ,1 ,283 ,,,NA,,,indoor
0910,09101074,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,香港文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Photography,攝影,n.a.,n.a.,Annual Photo Exhibition of Members,會員攝影作品週年展覽,會員攝影作品週年展覽,n.a.,n.a.,2010/01/09,2010/01/10,2010 ,1 ,0 ,One Degree Photophile Association,壹度攝影研究會,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,1 ,88 ,,,0 ,1 ,,,1 ,,2 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,4,,,,#VALUE!,0 ,2 ,0 ,2 ,1 ,1 ,284 ,,,NA,,,indoor
0910,09101075,,0,Local,本地 ,,,"Para/Site Central, Hanart TZ Gallery",漢雅軒寄隅,,,ART,Para/Site Central (@Hanart TZ Gallery),Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Esther Yip: Folding Hong Kong,葉麗雯：摺合香港,葉麗雯：摺合香港,n.a.,n.a.,2010/01/09,2010/03/09,2010 ,1 ,0 ,Para/Site Art Space,Para/Site藝術空間,n.a.,n.a.,Dominique Chiu,趙穎璿,Esther Yip,葉麗雯,,,1 ,1 ,5 ,88 ,,,1 ,1 ,,,1 ,,60 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,2,,,,#VALUE!,1 ,60 ,0 ,60 ,1 ,1 ,284 ,,,NA,,,indoor
0910,09101076,,0,Local,本地 ,,,Wooferten,活化廳,,,ART,Shanghai Street Artspace,Others,其他,n.a.,n.a.,Lend U Art,出得廳堂－－活化「藝術品外借計劃」,出得廳堂－－活化「藝術品外借計劃」,n.a.,n.a.,2010/01/09,2010/01/31,2010 ,1 ,0 ,Wooferten,活化廳,n.a.,n.a.,n.a.,n.a.,Sushan Chan; Cheng Yee Man; Clara Cheung; Luke Ching Chin Wai; Kwok Mang Ho; Oscar Ho; Kacey Wong; Pak Sheung Chuen; Kith Tsang; Hui Chiu Ying; Lee Kit; Lau Hok Shing; Lau Kin Wah; Lau Chi Chung; Law Man Lok; Chung Wai Ian; Lo Chi Kit; Li Wei Han; Leung C,陳素珊、鄭怡敏、張嘉莉、程展緯、郭孟浩、何慶基、黃國才、白雙全、曾德平、許朝英、李傑、劉學成、劉建華、劉智聰、羅文樂、鍾惠恩、羅至傑、李慧嫻、梁志和、梁美萍、勞麗麗、勞文禹、吳茂蔚、李俊峰、丸仔、方韻芝、盧樂謙、花苑、C&G、謝柏齊、黃慧妍、Henry Wong,Official “ Artwork on Loan “ Resources and other Media　,官方「藝術品外借計劃」資料及 其它媒介,1 ,1 ,5 ,6 ,,,0 ,1 ,,,1 ,,23 ,,,,,,"""經費來源""及""資助類型""從2008-2009年度已刪除了",23/1/2013,,1,1,,,,#VALUE!,0 ,23 ,0 ,23 ,1 ,1 ,284 ,,,NA,,,indoor
