Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,ADC_Remarks_deleted,ADC_Remarks,ADC_Remarks_date,new_Remarks,duration_of_exhibition,,,,exh_venue,site_count (new),site_count_B,OLD_actual_days,published_permanent_count/常設展,published_Days/年度展期天,exh_to_count/統計數量,non_duplicated_date_count,new_Days/年度展期天,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1213,12131092,,0,Local,本地,,,"Blindspot Gallery, 24-26A, Aberdeen Street, Central, Hong Kong",香港中環鴨巴甸街24-26A號刺點畫廊,,,GAL,Blindspot Gallery,Photography,攝影,n.a.,n.a.,"After Dinner Shu Fa, Hong Kong 2012",飯後書法，香港2012,n.a.,n.a.,n.a.,2012/09/05,2012/09/29,2012 ,9 ,0 ,Blindspot Gallery,刺點畫廊,n.a.,n.a.,n.a.,n.a.,"Yangjiang Group (Zheng Guogu, Chen Zaiyan, Sun Qinglin)",陽江組（鄭國谷、陳再炎、孫慶麟）,,,1 ,1 ,6 ,88 ,,,0,1,1,,1,,25 ,,,,,,,,,1,1,,,,#VALUE!,0 ,25 ,0 ,25 ,1,1,158 ,,,NA,,,indoor
1213,12131093,,0,Local,本地,,,"Blindspot Gallery, 24-26A, Aberdeen Street, Central, Hong Kong",香港中環鴨巴甸街24-26A號刺點畫廊,,,GAL,Blindspot Gallery,Photography,攝影,n.a.,n.a.,Lanwei,爛尾,n.a.,n.a.,n.a.,2012/10/07,2012/11/11,2012 ,10 ,0 ,Blindspot Gallery,刺點畫廊,n.a.,n.a.,n.a.,n.a.,anothermountainman,又一山人,,,1 ,1 ,6 ,88 ,,,0,1,1,,1,,36 ,,,,,,,,,1,2,,,,#VALUE!,0 ,36 ,0 ,36 ,1,1,190 ,,,NA,,,indoor
1213,12131094,,0,Local,本地,,,"Blindspot Gallery, 24-26A, Aberdeen Street, Central, Hong Kong",香港中環鴨巴甸街24-26A號刺點畫廊,,,GAL,Blindspot Gallery,Photography,攝影,n.a.,n.a.,Our Face,我們的面孔,n.a.,n.a.,n.a.,2012/11/23,2012/12/22,2012 ,11 ,0 ,Blindspot Gallery,刺點畫廊,n.a.,n.a.,n.a.,n.a.,Ken Kitano,北野謙,,,1 ,1 ,6 ,88 ,,,0,1,1,,1,,30 ,,,,,,,,,1,1,,,,#VALUE!,0 ,30 ,0 ,30 ,1,1,237 ,,,NA,,,indoor
1213,12131095,,0,Local,本地,,,"10 Chancery Lane Gallery, Unit 603-605, 6/F, Chai Wan Industrial City Phase 1, 60 Wing Tai Road, Chai Wan , Hong Kong",柴灣永泰道60號柴灣工業城1期6樓603-605室10 Chancery Lane Gallery,,,GAL,10 Chancery Lane Gallery Annex,Photography,攝影,Mixed Media and Installation,混合媒介及裝置,Erasure,n.a.,n.a.,n.a.,n.a.,2012/05/17,2012/08/12,2012 ,5 ,0 ,10 Chancery Lane Gallery,10號贊善里畫廊,n.a.,n.a.,Katie de Tilly,n.a.,Dinh Q. Le,n.a.,,,1 ,1 ,6 ,3 ,,,1,1,1,,1,,88 ,,,,,,,,,1,5,,,,#VALUE!,1 ,88 ,0 ,88 ,1,1,47 ,,,NA,,,indoor
1213,12131096,,0,Local,本地,,,"V-gallery, L8-13, JCCAC, 30 Pak Tin Street, Shek Kip Mei,Kln","賽馬會創意藝術中心(JCCAC)九龍石硤尾白田街30號，L8-13,V-gallery
",,,JCCAC,V-gallery,Photography,攝影,n.a.,n.a.,NOwhere/SOMEwhere,無處/某處,n.a.,n.a.,n.a.,2012/12/11,2013/03/31,2012 ,12 ,0 ,V-gallery,V-gallery,n.a.,n.a.,Veron SUNG,宋寶儀,Veron SUNG,宋寶儀,,,1 ,1 ,4 ,6 ,,,0,1,1,,1,,111 ,,,,,,,,,1,4,,,,#VALUE!,1 ,111 ,0 ,111 ,1,1,255 ,,,NA,,,both
1213,12131097,,0,Local,本地,,,"JCCAC L0, L1 Gallery","賽馬會創意藝術中心L0, L1藝廊",,,JCCAC,JCCAC,Mixed Art-Forms,綜合展,n.a.,n.a.,Hang Seng Arts Empowerment Workshop Exhibition,恒生青少年藝術工作坊作品展,n.a.,n.a.,n.a.,2012/11/24,2012/12/09,2012 ,11 ,0 ,JCCAC,賽馬會創意藝術中心,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,2 ,4 ,6 ,,,0,1,1,,1,,16 ,,,,,,0,,,1,1,,,,#VALUE!,1 ,16 ,0 ,16 ,1,1,238 ,,,Revise venue_en (merge record)/ Revise venue_tc (merge record)/ Revise venue_tc (merge record)/ Revise exh_venue/展場名稱/ Revise Medium1_e/媒介1類型 by refer to 1224/ Revise Medium1_c/媒介1類型 by refer to 1224/ Revise title_tc by refer to 1224/ Revise organizer_en by refer to 1224/ organizer_tc/ curator_en/ curator_tc/ participant_en/ participant_tc/ 24 Dec update/ Add 1224 ADC_Remarks,,,indoor
1213,12131098,,0,Local,本地,,,"The Photocrafter, 3/F Hang Fat Building, 140 Wing Lok Street, Sheung Wan, Hong Kong",n.a.,,,ART,The Photocrafters,Photography,攝影,n.a.,n.a.,"The First""______"" Exhibition",n.a.,n.a.,n.a.,n.a.,2012/08/30,2012/10/30,2012 ,8 ,0 ,The Photocrafter,黑點,n.a.,n.a.,The Photocrafter,黑點,Veron SUNG and other participants,宋寶儀與其他參加者,,,1 ,1 ,5 ,88 ,,,0,1,1 ,,1,,62 ,,,,,,,,,1,4,,,,#VALUE!,1 ,62 ,0 ,62 ,1 ,1,152 ,,,NA,,,
1213,12131099,,0,Local,本地,,,"V-gallery, L8-13, JCCAC, 30 Pak Tin Street, Shek Kip Mei,Kln","賽馬會創意藝術中心(JCCAC)九龍石硤尾白田街30號，L8-13,V-gallery
",,,JCCAC,V-gallery,Photography,攝影,n.a.,n.a.,V-10 Years,V十年,n.a.,n.a.,n.a.,2012/08/01,2012/09/30,2012 ,8 ,0 ,V-gallery,V-gallery,n.a.,n.a.,Veron SUNG,宋寶儀,Veron SUNG,宋寶儀,,,1 ,1 ,4 ,6 ,,,0,1,1,,1,,61 ,,,,,,,,,1,3,,,,#VALUE!,0 ,61 ,0 ,61 ,1,1,123 ,,,NA,,,both
1213,12131100,,0,Local,本地,,,"V-gallery, L8-13, JCCAC, 30 Pak Tin Street, Shek Kip Mei,Kln","賽馬會創意藝術中心(JCCAC)九龍石硤尾白田街30號，L8-13,V-gallery
",,,JCCAC,V-gallery,Photography,攝影,n.a.,n.a.,The Peaceful So Uk,靜美蘇屋,n.a.,n.a.,n.a.,2012/05/01,2012/07/30,2012 ,5 ,0 ,V-gallery,V-gallery,n.a.,n.a.,Veron SUNG,宋寶儀,Veron SUNG,宋寶儀,,,1 ,1 ,4 ,6 ,,,0,1,1 ,,1,,91 ,,,,,,,,,1,3,,,,#VALUE!,0 ,91 ,0 ,91 ,1 ,1,31 ,,,NA,,,both
1213,12131101,,0,Local,本地,,,"V-gallery, L8-13, JCCAC, 30 Pak Tin Street, Shek Kip Mei,Kln","賽馬會創意藝術中心(JCCAC)九龍石硤尾白田街30號，L8-13,V-gallery
",,,JCCAC,V-gallery,Photography,攝影,n.a.,n.a.,The Hidden Photo Exhibition,隱藏·相片展,n.a.,n.a.,n.a.,2012/10/01,2012/11/30,2012 ,10 ,0 ,V-gallery,V-gallery,n.a.,n.a.,Veron SUNG,宋寶儀,Veron SUNG,宋寶儀,,,1 ,1 ,4 ,6 ,,,0,1,1 ,,1,,61 ,,,,,,,,,1,6,,,,#VALUE!,0 ,61 ,0 ,61 ,1 ,1,184 ,,,NA,,,both
1213,12131103,,0,Local,本地,,,"Y-platform, Y Square","香港柴灣柴灣道238號Y展覽平台,青年廣場",,,OTHERS,Youth Square,Photography,攝影,n.a.,n.a.,Greenfield Tourist - Eco Tourism Photo Showcase,「綠野遊人」生態旅遊攝影展,n.a.,n.a.,n.a.,2012/12/01,2012/12/14,2012 ,12 ,0 ,Y Square,青年廣場,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,7 ,88 ,,,0,1,1,,1,,14 ,,,,,,,,,1,1,,,,#VALUE!,0 ,14 ,0 ,14 ,1,1,245 ,,,NA,,,both
1213,12131104,,0,Local,本地,,,"L1 Gallery, JCCAC",石硤尾賽馬會創意藝術中心一樓藝廊,,,JCCAC,L1 Gallery,Photography,攝影,n.a.,n.a.,Mannequin( Ceci Liu ),零．壹記載 (廖慧怡作品),n.a.,n.a.,n.a.,2012/08/31,2012/09/17,2012 ,8 ,0 ,Shek Kip Mei Arts Village Association,石硤尾藝術村聯會,n.a.,n.a.,Shek Kip Mei Arts Village Association,石硤尾藝術村聯會,Studio de Dimension de Tofu ( Ceci Liu ),豆腐膶工作室(廖慧怡),,,1 ,1 ,4 ,6 ,,,0,1,1,,1,,18 ,,,,,,,,,1,1,,,,#VALUE!,0 ,18 ,0 ,18 ,1,1,153 ,,,NA,,,indoor
1213,12131105,,0,Local,本地,,,Hong Kong Convention and Exhibition Centre,n.a.,,,VA,Hong Kong Convention And Exhibition Centre,Photography,攝影,n.a.,n.a.,Chen Jiagang @ ART HK 12,n.a.,n.a.,n.a.,n.a.,2012/05/17,2012/05/20,2012 ,5 ,0 ,n.a.,n.a.,Contemporary by Angela Li,n.a.,n.a.,n.a.,Chen Jiagang,n.a.,"CONTEMPORARY BY ANGELA LI is proud to present a mini-retrospective exhibition of celebrated Chinese artist Chen Jiagang at our booth at this year’s ART HK 12. On show will be a selection of Chen Jiagang’s most iconic large format photographs, including an amazing 4-metre edition on 3 panels, from his Third Front, Smog City, Temptation, Diseased City and the most recent Great Three Gorges series",,1 ,1 ,1 ,88 ,,,0,1,1,,1,,4 ,,,,,,,,,1,4,,,,#VALUE!,0 ,4 ,0 ,4 ,1,1,47 ,,,NA,,,
1213,12131106,,0,Local,本地,,,"Contemporary By Angela Li Gallery, G/F, 248 Hollywood Road, Sheung Wan",n.a.,,,GAL,Contemporary by Angela Li,Photography,攝影,n.a.,n.a.,Metamorphosis- New Cocoon Works by Peter Steinhauer,n.a.,n.a.,n.a.,n.a.,2012/06/29,2012/07/31,2012 ,6 ,0 ,Contemporary by Angela Li,n.a.,n.a.,n.a.,n.a.,n.a.,Peter Steinhauer,n.a.,"<p>Since 1993, Peter has been documenting the many facets of Asian culture. This, his Cocoon series, is somewhat an artistic departure from his previous works as this project is predominately photographed and printed in colour.</p><p>Upon Peter’s first visit to Hong Kong in January of 1994, he arrived at the old Kai Tak International Airport, on exiting via taxi he noticed a very large structure that was surrounded in yellow packaging on the bottom and the top half was encapsulated in bamboo. He was amazed by the monumental size of this structure and not surprisingly made easy comparisons to the environmental Bulgarian artist Christo and his wife Jean Claude and wondered if perhaps they were exhibiting in Hong Kong and wrapping a building. He saw many more on the way to Hong Kong Island and then quickly realised that this was a form of renovation on old and new buildings. These large wrapped buildings were particularly striking with the backdrop of the dense urban confides of Kowloon and Hong Kong Island.<p></p>Herein began Peter’s fascination with these multicoloured structures, standing out like giant wrapped packages in the midst of the neutral, almost monochromatic surroundings skyline. The scale and size of them was something that struck him the most and with their cranes and flood lights mixed in with the ambient city lights, they eerily took on a sci-fi look and feel to them. This is when he started to first make images of the structures as he was travelling with his trusty companion, a large format 4x5 camera using sheet film.<p></p>Peter focuses on the graphic nature of the structure, as well as the “Cocoon” in its environmental surroundings of the distinct Hong Kong urban space. The name Cocoons for this series of works, felt a natural choice as these frameworks transform from an old and sometimes ugly building, wrapped in coloured material only to be unveiled like a Cocoon, to ceremoniously reveal a brand new building.</p>",,1 ,1 ,6 ,88 ,,,0,1,1 ,,1,,33 ,,,,,,,,,1,1,,,,#VALUE!,0 ,33 ,0 ,33 ,1 ,1,90 ,,,NA,,,
1213,12131107,,0,Local,本地,,,"Contemporary By Angela Li Gallery, G/F, 248 Hollywood Road, Sheung Wan",n.a.,,,GAL,Contemporary by Angela Li,Photography,攝影,n.a.,n.a.,Chen Jiagang - The Great Three Gorges,n.a.,n.a.,n.a.,n.a.,2012/11/09,2012/12/02,2012 ,11 ,0 ,Contemporary by Angela Li,n.a.,n.a.,n.a.,n.a.,n.a.,Chen Jiagang,n.a.,"The Three Gorges Dam is not only a monumental engineering achievement; it has bought us some undeniable world records. It is the biggest dam, power plant and largest consumer of dirt, stone, concrete and steel. But also, on top of that, this project is responsible for the displacement of in excess of 1.10 million people, suggested as one of the largest human resettlements in modern times.",,1 ,1 ,6 ,88 ,,,0,1,1,,1,,24 ,,,,,,,,,1,1,,,,#VALUE!,0 ,24 ,0 ,24 ,1,1,223 ,,,NA,,,
1213,12131108,,0,Local,本地,,,"Haji Gallery, G/F, 12-14 Lok Ku Road, Sheung Wan, Hong Kong",上環樂古道12-14號夏至畫廊,,,GAL,Haji Gallery,Photography,攝影,n.a.,n.a.,"""Homework"" Debut Photo-exhibition with Chet Lam Yat-Fung",林一峰<家課>相展,n.a.,n.a.,n.a.,2012/04/07,2012/04/26,2012 ,4 ,0 ,Haji Gallery,夏至畫廊,n.a.,n.a.,Haji Gallery,夏至畫廊,Chet Lam,林一峰,"Chet Lam Yat-Fung is a renowned singer-songwriter in Hong Kong. Chet Lam’s debut photography exhibition, HAJI Gallery presents “Homework” by Chet Lam Yat-Fung, is a vision of music scene featuring very private moments of his journeys to different parts of the world. Being a multi-media artist, Chet’s projects not only include music, theatre and literature, but also photography. His exhibition is a “Travelog” of how a Hong Kong born local artist sees the world. His 12th album is also called “Homework”, this newly released work is the best of his recorded music marking his 10th anniversary in the music scene. There are three concepts behind “Homework”: the stories of Hong Kong, his travel thoughts, and the art of living. The photos he shot are closely tied with his music. Photography is definitely part of his music creative process. He brought all those thoughts from his journey and put them in his music, this is why he called the exhibition “homework”.",<p>這次，音樂人林一峰在音樂，文字和舞台以外，用光影呈現他的世界；林一峰第一個個人相展＜家課＞，十多年來的遊歷，一個香港男孩將世界各地的光影捕捉，不可重複的畫面，停住時間的角度，用線條和比例交織一瞬即逝的觸動，你可能會驚訝發現，原來世界是這樣子</p><p>2011年林一峰的第十一張專輯＜ONE MAGIC DAY＞裡有一個主題：非關事件，而是看法；在展出的相片作品裡，其實都是用這個方法歸納編輯，畫面背後都有故事。不盡逍遙，也沒有重擔，就是邊走邊看，慢慢在世界每個角落感受。</p><p>林一峰的音樂專輯大多圍繞不同層面的旅行，而他的音樂作品十年選－與是次相片展同名的專輯＜家課＞，裡面有三個主題：香港故事，旅行思考，與及生活藝術，跟展出的相片絲絲緊扣，而且創作的過程也是一脈相承：在旅途中引發的思考，捕捉點滴，然後回到香港進行製作，好像做家課一樣；這個循環重複了好些年，亦成為了這位土生土長創作人的獨有標誌。</p>,1 ,1 ,6 ,88 ,,,0,1,1,,1,,20 ,,,,,,,,,1,2,,,,#VALUE!,0 ,20 ,0 ,20 ,1,1,7 ,,,NA,,,indoor
1213,12131109,,0,Local,本地,,,"Haji Gallery, G/F, 12-14 Lok Ku Road, Sheung Wan, Hong Kong",上環樂古道12-14號夏至畫廊,,,GAL,Haji Gallery,Photography,攝影,n.a.,n.a.,"""AloneTogether""
Debut Photo-exhibition and book launch with Christopher Luk
",n.a.,n.a.,n.a.,n.a.,2012/06/30,2012/07/14,2012 ,6 ,0 ,Haji Gallery,夏至畫廊,n.a.,n.a.,Haji Gallery,夏至畫廊,Christopher Luk,n.a.,"<br>In any place on earth, most of us are fond of being surrounded by friends or people we know. We socialize with others, party with friends and keeping ourselves busy to meet with people and get together. Humans are naturally social, and most of us sincerely cherish our friends, family, colleagues and people we know. Ironically though, a sentiment of loneliness may occur when we are playing, chatting, and partying together. Loneliness frequently occurs in busy cities, where some people feel utterly alone and cut off. Even when surrounded by many people, they feel lost and empty inside. Loneliness happens, when some of us simply pretend that we are part of the crowd, but are emotionally disengaged from such physical grouping. This is what Chris wants to bring out through photography in Alone Together. Conversely, being alone does not translate to loneliness. The pace of city life makes it difficult for us to appreciate the beauty of quietness and enjoy being alone. Communicating and connecting with one another is greatly appreciated but at the same time, there is so much to enjoy of being alone. Alone Together challenges the excessive social behavior in big cities and helps us find the balance between being social and appreciating the beauty of being alone.
</br><br>
Alone Together is different from other ‘city loneliness’ themed photography work that many great photographers have done before. Chris’s approach is to illustrate the emptiness inside people as opposed to capturing images of people being alone in a city physically. And the work presents the idea of loneliness when colleagues mingle at work, partying with friends at home, at bars, when people play together, and even in a dream. Instead of creating images of solitude, He brings out the emotion and feelings of the lonely city people through the expression of each model to illustrate the concept with a bit of twist to deliver the irony and contrasting moments.</br>
",,1 ,1 ,6 ,88 ,,,0,1,1,,1,,15 ,,,,,,,,,1,2,,,,#VALUE!,0 ,15 ,0 ,15 ,1,1,91 ,,,NA,,,indoor
1213,12131110,,0,Local,本地,,,"Haji Gallery, G/F, 12-14 Lok Ku Road, Sheung Wan, Hong Kong",上環樂古道12-14號夏至畫廊,,,GAL,Haji Gallery,Photography,攝影,n.a.,n.a.,"""Behind and Beyond"" Debut Photo-exhibition and book launch with Vivian Wong",王賢詠《背後、往後》攝影展,n.a.,n.a.,n.a.,2012/09/15,2012/10/04,2012 ,9 ,0 ,Haji Gallery,夏至畫廊,n.a.,n.a.,Haji Gallery,夏至畫廊,Vivian Wong,王賢詠,"<p>About Vivian Wong
“Each and Every photo is an expression of how I see the world”. Vivian Wong is both a loving spouse and a caring Mother, and amongst the many other activities present in her life, she devotes much of her time to photography. Her interest in photography became apparent ever since her early days of travel. Born in Hong Kong and then raised in Vancouver, Vivian experienced life between two contrasting sides of the world, and documented much of her memories through photography. She frequently travels to London, Shanghai and many other destinations. Vivian credits much of her traveling to have helped her develop an energetic eye for the camera, as well as an ability to observe and capture the world in her special perspective. </p>
<br>Proceeds of the Exhibition will be donated to Hong Kong Cancer Foundation.</br>
","<p>“每一張相都是對世界體會的一種表達”
王賢詠是一位幸福的妻子，也是善解人意的母親，在各樣天職之下，她選擇把精神和時間投放於攝影。生於香港，長於加拿大溫哥華的王賢詠，經常遊走倫敦、上海及世界各地，她對攝影的熱愛始於早期旅遊時開始，到處捕捉世界的點滴。王賢詠把自己藏於相機內，把情緒放入鏡頭中，找到一種表達自己的方法，她對世界的體會從此不一樣。</p><p>透過王賢詠 Vivian 的鏡頭，捕捉門前窗後，細膩地反映女性超越陳規的渴望，以影像為女性發聲，展示風尚女性的獨立視野，改寫香港對女性以年齡、美貌、社會地位而出現的陳規化的形容詞，以相片展，重新厘定新女性概念。</p>
",1 ,1 ,6 ,88 ,,,0,1,1,,1,,20 ,,,,,,,,,1,1,,,,#VALUE!,0 ,20 ,0 ,20 ,1,1,168 ,,,NA,,,indoor
1213,12131111,,0,Local,本地,,,"Haji Gallery, G/F, 12-14 Lok Ku Road, Sheung Wan, Hong Kong",上環樂古道12-14號夏至畫廊,,,GAL,Haji Gallery,Photography,攝影,n.a.,n.a.,"""Moon Pond: Reflections of China"" Photo-exhibition with Jo Farrell",n.a.,n.a.,n.a.,n.a.,2012/10/11,2012/10/25,2012 ,10 ,0 ,Haji Gallery,夏至畫廊,n.a.,n.a.,Haji Gallery,夏至畫廊,Jo Farrell,n.a.,"<p>HAJI Gallery presents an exhibition of award winning photographer, Jo Farrell’s work in China, previously exhibited only in London and San Francisco. A selection of black and white documentary silver gelatin prints from a series taken in Anhui Province, China. These villages have maintained their traditional Qing and Ming dynasty buildings.</p>
<p>The signature photograph ""Moon Pond"" was selected as a finalist for ""Best of Show"" at the (AAF) Affordable Art Fair in London, 2004.</p><p>Hong_cun village was built in the Yongle Region of the Ming Dynasty and is shaped as an Ox. The natural fountain in the center of the village was made into a crescent shaped moon pond and is thought of as the Ox’s stomach. A 400-meter long canal was dug to bring a winding stream of water from the east to the west of the nearby river, and is described as the Ox’s intestines. There are four bridges that cross over the river to the village and make up the Ox’s legs. After completion of the village many of its’ residents left and became rich merchants and high officials. They returned to the village and brought their prosperity back with them. Today more than 50 buildings survive from the Ming and Qing Dynasties. The saying goes that “One generation plants the trees under whose shade another generation rests,” in Hong_cun village the special waterways have provided fresh clear spring water from which the residents raise fish and water the nearby fields—making them self-sufficient. </p><p>The village of XiDi was named after the local river. The village has over 120 Ming and Qing dynasty buildings, 3 main streets, 40 lanes / alleys, and is in the shape of a boat. All the roads are paved with slab stones and zigzag through the village. All the houses are two-storey buildings with grey brick walls, dark tile roofs and wooden structures. The Horse-Head walls that tower above the buildings are a recognizable feature of the village architecture. </p>
",,1 ,1 ,6 ,88 ,,,0,1,1,,1,,15 ,,,,,,,,,1,2,,,,#VALUE!,0 ,15 ,0 ,15 ,1,1,194 ,,,NA,,,indoor
1213,12131112,,0,Local,本地,,,"3/F, LANDMARK",n.a.,,,BUSS,The Landmark,Photography,攝影,n.a.,n.a.,Classically Famous,n.a.,n.a.,n.a.,n.a.,2012/08/01,2012/09/30,2012 ,8 ,0 ,Classically Famous,n.a.,The Hongkong Land Company Ltd.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,3 ,88 ,,,0,1,1,,1,,61 ,,,,,,,,,1,1,,,,#VALUE!,0 ,61 ,0 ,61 ,1,1,123 ,,,NA,,,
1213,12131113,,0,Local,本地,,,LANDMARK ATRIUM,n.a.,,,BUSS,The Landmark,Photography,攝影,n.a.,n.a.,A Vision of Harmony,n.a.,n.a.,n.a.,n.a.,2012/05/17,2012/05/31,2012 ,5 ,0 ,"World Eye Organization, Louis Vuitton",n.a.,The Hongkong Land Company Ltd.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,3 ,88 ,,,0,1 ,1 ,,1 ,,15 ,,,,,,,,,1,3,,,,#VALUE!,0 ,15 ,0 ,15 ,1 ,1 ,47 ,,,NA,,,
1213,12131115,,0,Local,本地,,,"Gallery, Academy of Visual Arts, Kai Tak Campus, 51 Kwun Tong Road", 香港浸會大學視覺藝術院畫廊,,,SCH,BU - Academy of Visual Arts Gallery,Photography,攝影,n.a.,n.a.,Through Our Eyes Photography Education Programme On Our Horizons Exhibition,「憧憬世界」+ 心光學校: 「我們的水平線‧心影​」攝影展,n.a.,n.a.,n.a.,2012/10/27,2012/11/10,2012 ,10 ,0 ,The Robert H. N. Ho Family Foundation,何鴻毅家族基金,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,,1 ,1 ,2 ,88 ,,,0,1,1 ,,1,,15 ,,,,,,,,,1,1,,,,#VALUE!,0 ,15 ,0 ,15 ,1 ,1,210 ,,,NA,,,both
1213,12131116,,0,Local,本地,,,ACO,艺鵠,,,ART,ACO @ Foo Tak Building,Photography,攝影,n.a.,n.a.,"""The Tenderness of 19"" Chan Wai Kwong Photo exhibition",n.a.,n.a.,n.a.,n.a.,2012/10/19,2012/11/24,2012 ,10 ,0 ,ACO,艺鵠,n.a.,n.a.,n.a.,n.a.,Chan Wai Kwong,陳偉江,,,1 ,1 ,5 ,88 ,,,0,1,1,,1,,37 ,,,,,,,,,1,1,,,,#VALUE!,0 ,37 ,0 ,37 ,1,1,202 ,,,NA,,,indoor
1213,12131117,,0,Local,本地,,,Artify Gallery,n.a.,,,GAL,Artify Gallery,Photography,攝影,n.a.,n.a.,This Used To be My Playground,這裏原是我的遊樂場,n.a.,n.a.,n.a.,2012/12/06,2013/01/24,2012 ,12 ,0 ,Artify Gallery,Artify Gallery,n.a.,n.a.,n.a.,n.a.,Eiffel Chong,n.a.,,,1 ,1 ,6 ,3 ,,,0,1,1 ,,1,,50 ,,,,,,,,,1,2,,,,#VALUE!,1 ,50 ,0 ,50 ,1 ,1,250 ,,,NA,,,
1213,12131118,,0,Local,本地,,,"A-lift Gallery Checkpoint, G/F, 24C, Tai Ping Shan Street, Sheung Wan, Hong Kong",香港上環太平山街 24C 地舖A-lift Gallery,,,GAL,The A.lift Gallery,Photography,攝影,n.a.,n.a.,""" Stand"" The Solo Exhibition of Cheung Sze-lit",《觀看與被觀看》張施烈個人作品展,n.a.,n.a.,n.a.,2012/12/05,2013/01/16,2012 ,12 ,0 ,The A-lift Gallery ' Checkpoint',n.a.,n.a.,n.a.,n.a.,n.a.,Cheung Sze-lit,張施烈,"The A‧lift Gallery 'CHECKPOINT' is pleased to present the solo exhibition of CHEUNG Sze-lit on December 2012. He was born in Mainland China, then moved to Hong Kong when he was a child. He has obtained a Bachelor Degree of Fine Arts at the Royal Melbourne Institute of Technology University. Sze-lit is now a full-time painter. Pencil drawing and oil painting are his main practice. He tends to observe and think about the relationship between himself, the surrounding people and environment. In this exhibition, he refers to Roland Barthes's ""La Chambre claire: Note sur la Photographie"", in which he uses Roland's concept on photographing as a base to investigate the relationship between seeing and being seen, the figure and the beholder. Using portrait photography as a blueprint, he tries to depict the reaction and condition of the figure.",提藝廊「CHECKPOINT」將於2012年12月舉辦張施烈個人作品展。張氏獲澳洲皇家墨爾本理工大學頒授藝術文學學位，現為全職畫家，其主要創作媒介為素描與油彩。他生於中國內地，兒時移居香港，兩地的生活、文化與價值觀念皆有所不同，驅使他自小觀察並思考他與周遭人與事的關係。是次展覽中，他以羅蘭巴特（Roland Barthes）在《明室‧攝影札記》中對攝影的概念，作為創作的探討，思考觀看者與被觀看者之間的關係，並用肖像攝影作為藍本，以素描及油彩描繪被攝者的反應與狀態。,1 ,1 ,6 ,88 ,,,0,1,1,,1,,43 ,,,,,,,,,1,3,,,,#VALUE!,0 ,43 ,0 ,43 ,1,1,249 ,,,NA,,,indoor
